Long,Lat,Value,Name,min_distance,sum_min_distance,normalization_mutual_sparseness,self_mean_distance,self_density,Long1,Lat1,Value1,Name1,dDist,dV,dV_dDist,log10_nor_mutual_sp,log10_self_sp
-5,-5,7.709303928,name1,1,120.336033512188,0.00831006283665415,8.80442633252204,0.113579234152505,-5,-4,6.957727044,name2,1,0.751576883999999,0.751576883999999,-2.08039569227979,-0.944701064024302
-5,-4,6.957727044,name2,1,120.336033512188,0.00831006283665415,8.17918092527275,0.122261630979468,-5,-5,7.709303928,name1,1,0.751576883999999,0.751576883999999,-2.08039569227979,-0.912709814986134
-5,-3,7.18541533,name3,1,120.336033512188,0.00831006283665415,7.64585699242629,0.130789786022752,-5,-4,6.957727044,name2,1,0.227688285999999,0.227688285999999,-2.08039569227979,-0.883426170745401
-5,-2,6.115090146,name4,1,120.336033512188,0.00831006283665415,7.21620072772782,0.138577076460409,-5,-3,7.18541533,name3,1,1.070325184,1.070325184,-2.08039569227979,-0.858308605150862
-5,-1,6.046289268,name5,1,120.336033512188,0.00831006283665415,6.90084818284076,0.144909723197004,-5,-2,6.115090146,name4,1,0.0688008780000002,0.0688008780000002,-2.08039569227979,-0.838902473126942
-5,0,5.637404384,name6,1,120.336033512188,0.00831006283665415,6.70934144686608,0.149045924688644,-5,-1,6.046289268,name5,1,0.408884884,0.408884884,-2.08039569227979,-0.826679894233366
-5,1,6.008410406,name7,1,120.336033512188,0.00831006283665415,6.64938150408993,0.150389927151107,-5,0,5.637404384,name6,1,0.371006022,0.371006022,-2.08039569227979,-0.822781251039517
-5,2,5.353310108,name8,1,120.336033512188,0.00831006283665415,6.72557238561066,0.148686229612144,-5,1,6.008410406,name7,1,0.655100298000001,0.655100298000001,-2.08039569227979,-0.827729251251985
-5,3,6.459703584,name9,1,120.336033512188,0.00831006283665415,6.93812359854804,0.144131188468489,-5,2,5.353310108,name8,1,1.106393476,1.106393476,-2.08039569227979,-0.841242032273014
-5,4,6.875120032,name10,1,120.336033512188,0.00831006283665415,7.28207350944284,0.137323524502091,-5,3,6.459703584,name9,1,0.415416448,0.415416448,-2.08039569227979,-0.862255058638608
-5,5,7.661682765,name11,1,120.336033512188,0.00831006283665415,7.74719972818653,0.129078897548196,-5,4,6.875120032,name10,1,0.786562733,0.786562733,-2.08039569227979,-0.889144752524251
