Lon,Lat,Value,Name,min_distance,sum_min_distance,normalization_mutual_sparseness,self_mean_distance,self_density,Long1,Lat1,Value1,Name1,dDist,dV,dV_dDist,log10_nor_mutual_sp,log10_self_sp
101.407,29.53,10.9,CP03_Wang,0.216944693412863,93.0368639540598,0.00233181433888386,3.44801172015786,0.0629187807409572,101.5,29.334,11.7,H347_Wang,0.216944693412863,0.799999999999999,3.68757579369565,-2.63230603144653,-1.2012197018562
101.47,29.173,12.4,CP05_Wang,0.163771181836123,93.0368639540598,0.00176028269737242,3.27831267890753,0.0499559370556131,101.5,29.334,11.7,H347_Wang,0.163771181836123,0.700000000000001,4.2742562650641,-2.75441757988485,-1.30141289027548
101.926,28.326,9.6,CP06_Wang,0.113740933704629,93.0368639540598,0.00122253619555355,2.92103654819898,0.0389385520611711,101.865,28.23,10.5,H357_Wang,0.113740933704629,0.9,7.91271858500112,-2.91273827388412,-1.40962020185387
102.534,28.524,8.6,CP07_Wang,0.129065874653218,93.0368639540598,0.00138725521441639,2.95034133208791,0.0437460822751245,102.511,28.651,11,SCYX_Wang,0.129065874653218,2.4,18.5951554308872,-2.85784363408416,-1.35906083458407
102.596,28.829,9.8,CP08_Wang,0.169543504741411,93.0368639540598,0.00182232609243073,3.05138455783235,0.0555628114149769,102.532,28.672,10.8,H090_Wang,0.169543504741411,1,5.89819115468449,-2.73937390646756,-1.25521578757229
102.039,29.226,12.3,CP10_Wang,0.201486972283563,93.0368639540598,0.0021656681418567,3.20161443708636,0.0629329284468516,102.24,29.24,12.409,CP09_XR16,0.201486972283563,0.109,0.540977904251788,-2.66440809212545,-1.20112205883384
103.156,29.2,6.9,CP13_Wang,0.108669222873811,93.0368639540598,0.00116802327868091,3.30276365634951,0.0329025126169401,103.261,29.228,7.5,H081_Wang,0.108669222873811,0.6,5.52134251200759,-2.93254850165691,-1.48277093566688
99.89,26.461,3.4,DIAN_Wang,0.0443846820423503,93.0368639540598,0.00047706554322668,3.68109947949844,0.0120574524784095,99.933,26.45,3.3,H198_Wang,0.0443846820423503,0.1,2.25302954529636,-3.3214219498777,-1.91874444107145
104.311,24.879,6.6,F076_Wang,0.642297438886382,93.0368639540598,0.00690368754479449,4.0551526825333,0.158390445235993,104.246,24.24,6.9,F358_Wang,0.642297438886382,0.300000000000001,0.467073324346649,-2.16091887265819,-0.800271020388201
104.921,26.567,7.9,F080_Wang,0.0610327780786746,93.0368639540598,0.000656006398805657,3.90280348844716,0.0156381888709847,104.863,26.586,8.1,GZSC_Wang,0.0610327780786746,0.199999999999999,3.27692768207582,-3.18309192441636,-1.80581354596181
104.272,23.353,6.5,F081_Wang,0.682867483484162,93.0368639540598,0.00733975173347795,4.9462002135864,0.138059005700666,104.824,22.951,6.7,F361_Wang,0.682867483484162,0.2,0.292882594115552,-2.134318629812,-0.859935258720195
103.933,26.706,7.6,F356_Wang,0.248583989830398,93.0368639540598,0.00267188702698691,3.28648735216047,0.0756382006664301,103.858,26.469,7.57,4733_Liyh,0.248583989830398,0.0299999999999994,0.120683556573645,-2.57318190869403,-1.12125881100012
104.088,26.251,7.8,F357_Wang,0.281007117347588,93.0368639540598,0.00302038466694605,3.44594627245753,0.0815471557387872,104.047,25.973,8.227,4743_Liyh,0.281007117347588,0.427,1.51953446599656,-2.51993774310459,-1.08859118199944
104.246,24.24,6.9,F358_Wang,0.642297438886382,93.0368639540598,0.00690368754479449,4.363897405896,0.147184358188298,104.311,24.879,6.6,F076_Wang,0.642297438886382,0.300000000000001,0.467073324346649,-2.16091887265819,-0.832138341584544
104.529,30.914,6.7,F359_Wang,0.0935574689696131,93.0368639540598,0.00100559568533835,4.80757821987736,0.0194604153465026,104.546,31.006,7.7,ZHJI_Wang,0.0935574689696131,1,10.6886174990988,-2.99757659872481,-1.71084789475784
104.633,28.741,6.5,F360_Wang,0.0674166151627322,93.0368639540598,0.000724622609764895,3.84281429394364,0.0175435527209791,104.597,28.798,7.6,YBIN_Wang,0.0674166151627322,1.1,16.3164525146329,-3.13988811917957,-1.75588245367931
