Lon,Lat,Value,Name,min_distance,sum_min_distance,normalization_mutual_sparseness,self_mean_distance,self_density,Long1,Lat1,Value1,Name1,dDist,dV,dV_dDist,log10_nor_mutual_sp,log10_self_sp
101.407,29.53,10.9,CP03_Wang,0.216944693412863,95.5383941857886,0.00227075926136022,3.41811307008554,0.0634691389560832,101.5,29.334,11.7,H347_Wang,0.216944693412863,0.799999999999999,3.68757579369565,-2.64382890585281,-1.19743739343267
101.47,29.173,12.4,CP05_Wang,0.163771181836123,95.5383941857886,0.00171419232269747,3.24724109819828,0.0504339458893247,101.5,29.334,11.7,H347_Wang,0.163771181836123,0.700000000000001,4.2742562650641,-2.76594045429113,-1.29727705185038
101.926,28.326,9.6,CP06_Wang,0.113740933704629,95.5383941857886,0.00119052591027899,2.8871319317408,0.0393958213180958,101.865,28.23,10.5,H357_Wang,0.113740933704629,0.9,7.91271858500112,-2.9242611482904,-1.40454984098496
102.534,28.524,8.6,CP07_Wang,0.129065874653218,95.5383941857886,0.001350932007526,2.91756675702573,0.0442375052232884,102.511,28.651,11,SCYX_Wang,0.129065874653218,2.4,18.5951554308872,-2.86936650849044,-1.35420937307565
102.596,28.829,9.8,CP08_Wang,0.169543504741411,95.5383941857886,0.00177461120407476,3.01965819331638,0.0561465880862521,102.532,28.672,10.8,H090_Wang,0.169543504741411,1,5.89819115468449,-2.75089678087383,-1.25067662979139
102.039,29.226,12.3,CP10_Wang,0.201486972283563,95.5383941857886,0.00210896335447864,3.17072469859031,0.0635460317236445,102.24,29.24,12.409,CP09_XR16,0.201486972283563,0.109,0.540977904251788,-2.67593096653172,-1.19691156476904
103.156,29.2,6.9,CP13_Wang,0.108669222873811,95.5383941857886,0.00113744033275761,3.27271401932062,0.0332046192341515,103.261,29.228,7.5,H081_Wang,0.108669222873811,0.6,5.52134251200759,-2.94407137606318,-1.47880149556232
99.89,26.461,3.4,DIAN_Wang,0.0443846820423503,95.5383941857886,0.000464574294142286,3.65216500928102,0.0121529782826236,99.933,26.45,3.3,H198_Wang,0.0443846820423503,0.1,2.25302954529636,-3.33294482428398,-1.91531727818044
104.311,24.879,6.6,F076_Wang,0.642297438886382,95.5383941857886,0.0067229247922813,4.04359316558416,0.158843239807878,104.246,24.24,6.9,F358_Wang,0.642297438886382,0.300000000000001,0.467073324346649,-2.17244174706447,-0.799031263535032
104.921,26.567,7.9,F080_Wang,0.0610327780786746,95.5383941857886,0.00063882985054142,3.88126207083761,0.0157249824837268,104.863,26.586,8.1,GZSC_Wang,0.0610327780786746,0.199999999999999,3.27692768207582,-3.19461479882264,-1.80340982964899
104.272,23.353,6.5,F081_Wang,0.682867483484162,95.5383941857886,0.00714757129114212,4.95123467857549,0.137918625921531,104.824,22.951,6.7,F361_Wang,0.682867483484162,0.2,0.292882594115552,-2.14584150421828,-0.860377078358615
103.933,26.706,7.6,F356_Wang,0.248583989830398,95.5383941857886,0.00260192765378691,3.26029200014875,0.0762459282233178,103.858,26.469,7.57,4733_Liyh,0.248583989830398,0.0299999999999994,0.120683556573645,-2.58470478310031,-1.11778334407772
104.088,26.251,7.8,F357_Wang,0.281007117347588,95.5383941857886,0.00294130040328214,3.42277158510893,0.0820992901104281,104.047,25.973,8.227,4743_Liyh,0.281007117347588,0.427,1.51953446599656,-2.53146061751087,-1.0856605980871
104.246,24.24,6.9,F358_Wang,0.642297438886382,95.5383941857886,0.0067229247922813,4.35886462953925,0.147354298303656,104.311,24.879,6.6,F076_Wang,0.642297438886382,0.300000000000001,0.467073324346649,-2.17244174706447,-0.831637191321806
104.529,30.914,6.7,F359_Wang,0.0935574689696131,95.5383941857886,0.000979265663474274,4.78296034485012,0.019560578015318,104.546,31.006,7.7,ZHJI_Wang,0.0935574689696131,1,10.6886174990988,-3.00909947313109,-1.70861831595158
