Long,Lat,v1_sp_75_555_111_1021_0__real3,Name,overall_min_distance,neighbors_distance,self_mean_distance,self_density
-0.25,-2.45,-2.379865646,name809,0.00999999999999979,0.066502815398729,0.0133005630797458,0.751847868397983
-0.13,-2.28,-1.153175116,name339,0.15,0.791119277156117,0.158223855431223,0.948023922127229
0.04,-2.12,-1.302037477,name488,0.233452350598575,1.41324155243132,0.282648310486263,0.825946386153688
0,-1.88,-0.491564065,name398,0.220227155455452,1.59864733982639,0.319729467965278,0.688792174387155
-0.26,-2.16,-1.089934707,name709,0.176918060129541,1.13102752709356,0.226205505418713,0.782112087864797
0.04,-1.55,-0.957275867,name696,0.189736659610103,1.64560680417396,0.329121360834792,0.576494515970795
-0.22,-1.87,-0.731262565,name865,0.212132034355964,1.42945539466373,0.285891078932745,0.742002986409616
-0.27,-1.53,-0.271045327,name879,0.219544984001002,1.62581443915515,0.32516288783103,0.675184629665017
-0.66,-2.49,-0.878642261,name237,0.199248588451713,1.21889284406858,0.243778568813716,0.81733431048227
-0.91,-2.71,0.705543041,name298,0.257099202643649,1.59678330746472,0.319356661492943,0.805053514280083
-1.19,-3.09,1.20531702,name944,0.215870331449229,1.66154260562061,0.332308521124122,0.649608173509936
-0.96,-3.54,0.069896474,name748,0.191049731745428,1.37350180863879,0.274700361727758,0.695484092353573
-1.24,-3.3,0.689809918,name499,0.178044938147649,1.39844194119618,0.279688388239235,0.636583232033771
-0.61,-3.13,-0.11375048,name103,0.184390889145857,1.44368551788806,0.288737103577613,0.63861168814521
-0.39,-3.48,0.489152193,name731,0.194164878389476,1.51658661570614,0.303317323141228,0.640137781708797
-0.59,-3.77,-1.346446633,name59,0.233238075793812,1.57204082484734,0.314408164969468,0.741832120728996
-0.24,-3.09,-0.068549238,name632,0.177200451466693,1.42176854219001,0.284353708438002,0.62316912425754
-0.09,-3.25,1.039888024,name28,0.214709105535839,1.51619991245709,0.303239982491419,0.708050118496215
0.04,-2.91,0.262431473,name541,0.1802775637732,1.43593525126915,0.28718705025383,0.627735699133584
0.32,-2.49,-0.576669216,name483,0.208086520466848,1.28412861097053,0.256825722194107,0.81022460947108
0.49,-1.84,1.174212694,name187,0.261725046566048,1.67311334761486,0.334622669522972,0.782149777655994
0.35,-1.05,-1.111618996,name651,0.294278779391243,1.86336731030609,0.372673462061218,0.789642433254082
0.04,-0.83,0.47036916,name536,0.228473193175917,1.80240377247157,0.360480754494314,0.633801362007306
0.64,-1,-0.452721536,name409,0.294278779391243,1.81176919481369,0.362353838962738,0.812130982891298
0.56,-1.37,-0.950103879,name584,0.2,1.59824963082868,0.319649926165737,0.625684486772886
0.65,-1.59,1.209254265,name767,0.218403296678416,1.49509190003667,0.299018380007335,0.730400909379076
0.98,-1.4,-0.003615558,name804,0.186815416922694,1.33268694730046,0.266537389460092,0.700897601275057
0.93,-1.22,0.366864711,name862,0.186815416922694,1.41771042483189,0.283542084966377,0.658863099440236
0.56,-2.35,1.252412081,name842,0.180277563773199,1.27823147882044,0.255646295764088,0.705183555405632
0.82,-2.13,1.423732042,name11,0.180277563773199,1.42428761344478,0.284857522688956,0.632869239581395
0.76,-2.34,1.283791423,name69,0.200249843945008,1.30596464619831,0.261192929239663,0.766674061690485
0.45,-2.82,-0.445315182,name256,0.189736659610102,1.494904657815,0.298980931563,0.634611239647308
0.28,-3.16,1.27520895,name687,0.180277563773199,1.40299990926616,0.280599981853231,0.642471758488902
-0.22,-3.76,0.110339254,name592,0.208086520466848,1.74620373278551,0.349240746557102,0.595825437089499
0.46,-3.29,-0.668455243,name87,0.222036033111745,1.53984803602398,0.307969607204795,0.720967354951017
0.76,-2.83,-0.090467267,name302,0.263058928759318,1.7659827273095,0.3531965454619,0.744794738621516
0.8,-2.57,0.373840898,name476,0.233452350598575,1.54479827256187,0.308959654512374,0.755607883388622
1.15,-2.33,-0.801696777,name202,0.341760149812701,1.92382568976988,0.384765137953976,0.888230549238536
0.89,-3.26,-0.377572566,name147,0.250599281722833,1.67069830556515,0.334139661113031,0.74998364722128
0.44,-3.75,-0.14097634,name48,0.237697286480094,1.61791806631589,0.323583613263179,0.734577638475064
-2.82,-3.27,-0.957675278,name41,0.206155281280883,1.45336757947662,0.290673515895324,0.709233108650747
1.66,-4.56,-1.262913466,name42,0.256124969497313,1.78228850355737,0.356457700711473,0.718528366720931
-0.05,-1.04,-1.113321424,name43,0.228473193175917,1.88108955285861,0.376217910571721,0.607289516941703
0.24,-3.45,-0.963230252,name44,0.21095023109729,1.46733929932942,0.293467859865885,0.718818855303931
-2.92,1.73,-0.284631222,name45,0.223606797749979,1.41038313945536,0.282076627891072,0.792716501972394
2.89,-3.2,-1.002266288,name46,0.198494332412793,1.71770728130503,0.343541456261006,0.577788586487176
4.13,3.71,0.512837887,name47,0.200997512422418,1.49852895244527,0.299705790489055,0.670649412860637
1.68,2.68,-0.741047263,name48,0.226715680975093,1.66367200624368,0.332734401248736,0.681371328375545
-4.08,-0.32,0.235484019,name49,0.257099202643649,1.53176426697624,0.306352853395247,0.839225748329972
3.55,-0.8,-0.58517307,name50,0.265706605111728,1.70035173403726,0.340070346807452,0.781328356342024
-4.71,4.14,-1.596356034,name51,0.205182845286832,1.94388764068291,0.388777528136582,0.527764159287388
-2.92,-1.96,-0.888810456,name52,0.182482875908947,1.52694821132315,0.305389642264631,0.597541143032019
-1.88,-0.3,-0.426082164,name53,0.187882942280559,1.65226604830772,0.330453209661543,0.568561408354885
2.93,3.44,-0.737288058,name54,0.222036033111745,1.97927548032519,0.395855096065038,0.560902298136046
-0.91,-3.18,1.013202906,name55,0.294108823397055,1.61117226194481,0.322234452388961,0.912716878088639
1.23,-1.21,0.026109878,name56,0.184390889145858,1.37655572153747,0.275311144307494,0.669754541210696
2.65,-4.32,-1.179628491,name57,0.255538646783613,2.08022550949411,0.416045101898823,0.614209001902291
-1.78,3.74,-0.299739242,name58,0.233238075793812,1.65845094029987,0.331690188059973,0.703180510578263
-1.08,-4.06,-1.175065517,name59,0.220227155455453,1.50677873282449,0.301355746564899,0.730787973900559
0.66,0.21,1.679249525,name60,0.290688837074973,1.6049711887083,0.320994237741659,0.905588957359799
0.06,0.22,-1.05036819,name61,0.268328157299975,1.70981775309166,0.341963550618333,0.784668883027996
