Long,Lat,v1_sp_75_555_111_1021_0__real3,Name,overall_min_distance,neighbors_distance,self_mean_distance,self_density
-0.25,-2.45,-2.379865646,name809,0.00999999999999979,1157.81875232477,2.31563750464954,0.00431846520879062
-0.13,-2.28,-1.153175116,name339,0.15,1155.73317678758,2.31146635357515,0.064893871272664
0.04,-2.12,-1.302037477,name488,0.233452350598575,1160.37996724063,2.32075993448127,0.100593063129882
0,-1.88,-0.491564065,name398,0.220227155455452,1162.96661360403,2.32593322720806,0.0946833524192793
-0.26,-2.16,-1.089934707,name709,0.176918060129541,1154.47807626363,2.30895615252726,0.0766225291614551
0.04,-1.55,-0.957275867,name696,0.189736659610103,1176.22601515631,2.35245203031263,0.0806548474380104
-0.22,-1.87,-0.731262565,name865,0.212132034355964,1160.79343246135,2.32158686492269,0.0913737226726721
-0.27,-1.53,-0.271045327,name879,0.219544984001002,1175.13128403849,2.35026256807698,0.0934129603147431
-0.66,-2.49,-0.878642261,name237,0.199248588451713,1180.45583279092,2.36091166558183,0.0843947663762375
-0.91,-2.71,0.705543041,name298,0.257099202643649,1214.29021121246,2.42858042242492,0.105863985507607
-1.19,-3.09,1.20531702,name944,0.215870331449229,1279.13478511595,2.55826957023191,0.0843813857464834
-0.96,-3.54,0.069896474,name748,0.191049731745428,1348.31513121146,2.69663026242292,0.0708475812971742
-1.24,-3.3,0.689809918,name499,0.178044938147649,1317.31738700072,2.63463477400144,0.0675786032677451
-0.61,-3.13,-0.11375048,name103,0.184390889145857,1258.72590303641,2.51745180607281,0.0732450522790761
-0.39,-3.48,0.489152193,name731,0.194164878389476,1321.02112512858,2.64204225025715,0.0734904517028741
-0.59,-3.77,-1.346446633,name59,0.233238075793812,1387.73607333934,2.77547214667868,0.0840354590021451
-0.24,-3.09,-0.068549238,name632,0.177200451466693,1245.69940446679,2.49139880893359,0.0711248840736751
-0.09,-3.25,1.039888024,name28,0.214709105535839,1275.20583709691,2.55041167419381,0.0841860581600846
0.04,-2.91,0.262431473,name541,0.1802775637732,1220.92567335938,2.44185134671876,0.0738282303775157
0.32,-2.49,-0.576669216,name483,0.208086520466848,1186.55217735339,2.37310435470678,0.0876853645538734
0.49,-1.84,1.174212694,name187,0.261725046566048,1180.2795455323,2.36055909106459,0.110874177035751
0.35,-1.05,-1.111618996,name651,0.294278779391243,1207.84399960522,2.41568799921044,0.121819862286615
0.04,-0.83,0.47036916,name536,0.228473193175917,1216.68184041687,2.43336368083373,0.0938919221057974
0.64,-1,-0.452721536,name409,0.294278779391243,1216.75507266519,2.43351014533039,0.120927697776781
0.56,-1.37,-0.950103879,name584,0.2,1196.69187551701,2.39338375103403,0.0835636992661927
0.65,-1.59,1.209254265,name767,0.218403296678416,1192.14552993265,2.38429105986531,0.0916009376350022
0.98,-1.4,-0.003615558,name804,0.186815416922694,1211.50722547331,2.42301445094662,0.0771004138459468
0.93,-1.22,0.366864711,name862,0.186815416922694,1216.40434299689,2.43280868599377,0.076790015589073
0.56,-2.35,1.252412081,name842,0.180277563773199,1191.83577828918,2.38367155657835,0.0756302030267875
0.82,-2.13,1.423732042,name11,0.180277563773199,1199.36079518317,2.39872159036633,0.075155684801948
0.76,-2.34,1.283791423,name69,0.200249843945008,1203.53678036448,2.40707356072897,0.0831922410731658
0.45,-2.82,-0.445315182,name256,0.189736659610102,1225.24987200866,2.45049974401731,0.0774277410447925
0.28,-3.16,1.27520895,name687,0.180277563773199,1267.66572175538,2.53533144351076,0.0711061128652918
-0.22,-3.76,0.110339254,name592,0.208086520466848,1382.5812737706,2.7651625475412,0.0752529071579825
0.46,-3.29,-0.668455243,name87,0.222036033111745,1295.89795922727,2.59179591845453,0.0856687949582634
0.76,-2.83,-0.090467267,name302,0.263058928759318,1243.27729907933,2.48655459815866,0.105792540792838
0.8,-2.57,0.373840898,name476,0.233452350598575,1220.93139995631,2.44186279991262,0.0956042045470079
1.15,-2.33,-0.801696777,name202,0.341760149812701,1227.01517338164,2.45403034676329,0.1392648425328
0.89,-3.26,-0.377572566,name147,0.250599281722833,1309.18921950984,2.61837843901968,0.0957078159475899
0.44,-3.75,-0.14097634,name48,0.237697286480094,1388.48540716245,2.7769708143249,0.0855958893244183
-2.82,-3.27,-0.957675278,name41,0.206155281280883,1506.87967857613,3.01375935715225,0.0684046922298675
1.66,-4.56,-1.262913466,name42,0.256124969497313,1686.08537801464,3.37217075602929,0.0759525504571124
-0.05,-1.04,-1.113321424,name43,0.228473193175917,1203.53788362504,2.40707576725007,0.0949173251147525
0.24,-3.45,-0.963230252,name44,0.21095023109729,1320.13539205322,2.64027078410643,0.0798971955327997
-2.92,1.73,-0.284631222,name45,0.223606797749979,1543.5642517417,3.08712850348339,0.0724319695463503
2.89,-3.2,-1.002266288,name46,0.198494332412793,1537.97815275331,3.07595630550663,0.0645309336993652
4.13,3.71,0.512837887,name47,0.200997512422418,1864.64877067607,3.72929754135215,0.0538968827758219
1.68,2.68,-0.741047263,name48,0.226715680975093,1286.9755124685,2.57395102493701,0.0880808060365644
