Long,Lat,Value,Name,min_distance,sum_min_distance,normalization_mutual_sparseness,self_mean_distance,self_density,Long1,Lat1,Value1,Name1,dDist,dV,dV_dDist,log10_nor_mutual_sp,log10_self_sp
40.57919371,31.47236864,53.7609277,name1,3.71868067600373,816.112358644179,0.00455657929525983,43.4617060078351,0.0855622343801541,36.86947054,31.73032207,51.01476916,name63,3.71868067600373,2.74615854,0.738476567165523,-2.34136106757327,-1.06771788274589
41.33758561,-37.30131837,61.87646485,name2,5.26106427478192,816.112358644179,0.00644649504330778,65.7277832758597,0.0800432330526228,46.18980809,-39.33472298,58.31085645,name61,5.26106427478192,3.5656084,0.677735190784719,-2.19067634692768,-1.09667537794991
-40.2459595,13.23592462,38.46865534,name3,4.93613224746332,816.112358644179,0.0060483488519446,59.0079925402823,0.083651926374103,-39.22309848,8.406933328,41.21937492,name195,4.93613224746332,2.75071958,0.557262131988785,-2.21836316788627,-1.07752405345819
4.68815192,-22.15017811,24.66000016,name4,3.75107144399057,816.112358644179,0.00459626839890317,47.8758998321845,0.0783498891329228,2.853313551,-18.8784958,20.17062293,name52,3.75107144399057,4.48937723,1.19682530632474,-2.33759461863494,-1.10596161373265
46.48885352,45.75068354,67.28080673,name5,1.77631057418193,816.112358644179,0.0021765514948615,55.1609895428436,0.0322022971107555,45.61345402,44.20505908,69.64093198,name84,1.77631057418193,2.36012525000001,1.32866700469142,-2.66223105344587,-1.49211314734322
47.05927818,-34.23869183,55.32622097,name6,5.169672302881,816.112358644179,0.00633451049738967,66.5867460851135,0.0776381578440993,46.18980809,-39.33472298,58.31085645,name61,5.169672302881,2.98463548,0.577335526342104,-2.19828693981705,-1.10992477786422
-1.462435128,45.71669482,45.72677353,name7,6.17148178626309,816.112358644179,0.00756204917239076,48.8155966504375,0.126424385027112,4.680571874,46.30885393,46.89706738,name126,6.17148178626309,1.17029385,0.189629312785938,-2.1213605029549,-0.898169150252124
-35.81136614,30.02804689,48.55251214,name8,6.39841464023855,816.112358644179,0.00784011487201142,58.9764992357514,0.108490919657026,-41.88742311,28.02274352,49.68292977,name95,6.39841464023855,1.13041763,0.176671518424423,-2.10567757406107,-0.96460660935346
45.94924264,29.22073296,63.13225375,name10,3.96451071106268,816.112358644179,0.00485780011670082,46.9792899717141,0.0843884765702011,48.26633997,32.43762667,58.25708776,name193,3.96451071106268,4.87516599,1.22970180819444,-2.31356035902446,-1.07371685318063
-46.42883214,15.57406992,46.59851864,name11,5.0454707228909,816.112358644179,0.00618232363405576,64.1348503731995,0.0786697200279006,-46.81671536,20.6046088,51.61586293,name16,5.0454707228909,5.01734429,0.994425409553305,-2.20884826410518,-1.10419239540802
43.39932478,34.91293059,65.30322345,name12,4.44866337047064,816.112358644179,0.00545104276800963,46.9447765095453,0.0947637565079491,40.57919371,31.47236864,53.7609277,name1,4.44866337047064,11.54229575,2.59455364202549,-2.2635204105539,-1.02335773184187
25.77401306,17.87351549,33.53887018,name13,1.42041119341856,816.112358644179,0.00174046034026284,34.9867679197306,0.0405985256105216,24.81515928,18.92145031,32.19495413,name55,1.42041119341856,1.34391605,0.94614577541138,-2.75933586850221,-1.39148973811841
-10.77729805,24.31324681,27.50781448,name14,3.72029000369749,816.112358644179,0.00455855123904516,42.8091627077076,0.0869040590468654,-11.0261163,28.02520683,33.32441171,name81,3.72029000369749,5.81659723,1.56347952020382,-2.34117315927844,-1.06095993839038
-32.88133122,15.54778902,38.70747322,name15,3.3636716834049,816.112358644179,0.0041215791524013,53.8126091934268,0.0625071286046426,-31.64888443,18.67754334,39.11240882,name93,3.3636716834049,0.404935600000002,0.12038499536022,-2.38493635538087,-1.20407045086205
-46.81671536,20.6046088,51.61586293,name16,5.0454707228909,816.112358644179,0.00618232363405576,65.1220177061992,0.0774771866813735,-46.42883214,15.57406992,46.59851864,name11,5.0454707228909,5.01734429,0.994425409553305,-2.20884826410518,-1.110826157583
-45.38286094,-22.3077015,51.24903612,name17,8.55642983162895,816.112358644179,0.0104843772318849,69.9121205514832,0.122388360761107,-37.66810652,-26.00838464,48.85291473,name74,8.55642983162895,2.39612139,0.280037519987917,-1.97945736136349,-0.912259882007269
32.34578283,-40.28682188,56.58780299,name18,5.52965855727278,816.112358644179,0.00677560938601554,64.2460986651665,0.0860699508944797,32.58169775,-34.7621981,49.54755305,name58,5.52965855727278,7.04024994,1.2731798658238,-2.16905163903919,-1.06514844481246
-18.29005199,19.4828623,29.67591678,name19,4.44029749545145,816.112358644179,0.00544079188168181,45.4794700578409,0.0976330086917078,-15.61229959,23.02487923,28.85206725,name194,4.44029749545145,0.82384953,0.18553926416956,-2.26433788618118,-1.01040332711762
-46.55539195,45.02220488,70.42424157,name20,6.39710402865591,816.112358644179,0.00783850895149232,73.0607177229872,0.0875587350908706,-47.13258475,38.65119331,58.37185458,name147,6.39710402865591,12.05238699,1.88403798594039,-2.10576654136204,-1.05770052105366
-11.84415429,-6.125564034,14.81568714,name21,6.60657665629284,816.112358644179,0.0080951802608019,44.513788012782,0.148416410986991,-16.05065866,-1.031236198,17.75977021,name170,6.60657665629284,2.94408307,0.44562913944179,-2.09177347607677,-0.828518074750813
29.51999011,26.55167881,38.24668648,name22,2.44768786985273,816.112358644179,0.00299920451384797,34.8809022367923,0.0701727224036917,29.03154352,28.95013578,41.84704919,name242,2.44768786985273,3.60036271,1.47092395004458,-2.52299391896628,-1.15383167436236
