Long,Lat,Value,Name
-5,-5,8.07106781186548,name1
-5,-4,7.40312423743285,name2
-5,-3,6.8309518948453,name3
-5,-2,6.3851648071345,name4
-5,-1,6.09901951359278,name5
-5,0,6,name6
-5,1,6.09901951359278,name7
-5,2,6.3851648071345,name8
-5,3,6.8309518948453,name9
-5,4,7.40312423743285,name10
-5,5,8.07106781186548,name11
-4,-5,7.40312423743285,name12
-4,-4,6.65685424949238,name13
-4,-3,6,name14
-4,-2,5.47213595499958,name15
-4,-1,5.12310562561766,name16
-4,0,5,name17
-4,1,5.12310562561766,name18
-4,2,5.47213595499958,name19
-4,3,6,name20
-4,4,6.65685424949238,name21
-4,5,7.40312423743285,name22
-3,-5,6.8309518948453,name23
-3,-4,6,name24
-3,-3,5.24264068711928,name25
-3,-2,4.60555127546399,name26
-3,-1,4.16227766016838,name27
-3,0,4,name28
-3,1,4.16227766016838,name29
-3,2,4.60555127546399,name30
-3,3,5.24264068711928,name31
-3,4,6,name32
-3,5,6.8309518948453,name33
-2,-5,6.3851648071345,name34
-2,-4,5.47213595499958,name35
-2,-3,4.60555127546399,name36
-2,-2,3.82842712474619,name37
-2,-1,3.23606797749979,name38
-2,0,3,name39
-2,1,3.23606797749979,name40
-2,2,3.82842712474619,name41
-2,3,4.60555127546399,name42
-2,4,5.47213595499958,name43
-2,5,6.3851648071345,name44
-1,-5,6.09901951359278,name45
-1,-4,5.12310562561766,name46
-1,-3,4.16227766016838,name47
-1,-2,3.23606797749979,name48
-1,-1,2.41421356237309,name49
-1,0,2,name50
-1,1,2.41421356237309,name51
-1,2,3.23606797749979,name52
-1,3,4.16227766016838,name53
-1,4,5.12310562561766,name54
-1,5,6.09901951359278,name55
0,-5,6,name56
0,-4,5,name57
0,-3,4,name58
0,-2,3,name59
0,-1,2,name60
0,0,1,name61
0,1,2,name62
0,2,3,name63
0,3,4,name64
0,4,5,name65
0,5,6,name66
1,-5,6.09901951359278,name67
1,-4,5.12310562561766,name68
1,-3,4.16227766016838,name69
1,-2,3.23606797749979,name70
1,-1,2.41421356237309,name71
1,0,2,name72
1,1,2.41421356237309,name73
1,2,3.23606797749979,name74
1,3,4.16227766016838,name75
1,4,5.12310562561766,name76
1,5,6.09901951359278,name77
2,-5,6.3851648071345,name78
2,-4,5.47213595499958,name79
2,-3,4.60555127546399,name80
2,-2,3.82842712474619,name81
2,-1,3.23606797749979,name82
2,0,3,name83
2,1,3.23606797749979,name84
2,2,3.82842712474619,name85
2,3,4.60555127546399,name86
2,4,5.47213595499958,name87
2,5,6.3851648071345,name88
3,-5,6.8309518948453,name89
3,-4,6,name90
3,-3,5.24264068711928,name91
3,-2,4.60555127546399,name92
3,-1,4.16227766016838,name93
3,0,4,name94
3,1,4.16227766016838,name95
3,2,4.60555127546399,name96
3,3,5.24264068711928,name97
3,4,6,name98
3,5,6.8309518948453,name99
4,-5,7.40312423743285,name100
4,-4,6.65685424949238,name101
4,-3,6,name102
4,-2,5.47213595499958,name103
4,-1,5.12310562561766,name104
4,0,5,name105
4,1,5.12310562561766,name106
4,2,5.47213595499958,name107
4,3,6,name108
4,4,6.65685424949238,name109
4,5,7.40312423743285,name110
5,-5,8.07106781186548,name111
5,-4,7.40312423743285,name112
5,-3,6.8309518948453,name113
5,-2,6.3851648071345,name114
5,-1,6.09901951359278,name115
5,0,6,name116
5,1,6.09901951359278,name117
5,2,6.3851648071345,name118
5,3,6.8309518948453,name119
5,4,7.40312423743285,name120
5,5,8.07106781186548,name121
2.00596188675796,2.06819719041491,3.88120160862889,name122
2.00424311375007,2.00714454646006,3.83648015847088,name123
2.05216498424643,2.00967300257809,3.87231034184302,name124
2.08181485538596,2.08175470920793,3.94408827337345,name125
2.07224395923668,2.0149865442478,3.89039198035363,name126
2.06596052529083,2.05185949425105,3.91175553166954,name127
2.09729745547639,2.06489914927124,3.94320660392858,name128
2.08003305753524,2.04537977087269,3.91721029881883,name129
2.04323915037835,2.0825313795402,3.91749261737,name130
2.00834698148589,2.01331710076072,3.84374811582514,name131
2.0173388613119,2.03909378023237,3.86837227812945,name132
2.08313797428391,2.08033643916024,3.9440216575293,name133
2.00604711791699,2.03992577706136,3.86103516497481,name134
2.05268758305083,2.04167994679308,3.89516550800607,name135
2.06568598909737,2.06279733591901,3.91927926972185,name136
2.02919840799617,2.04316511702487,3.87961279939534,name137
2.0015487125636,2.09840637243792,3.89991492162323,name138
2.01671684099147,2.01062163449287,3.84776160761911,name139
2.03724097400555,2.0198118402543,3.86879602903353,name140
2.0489687638016,2.03394934133908,3.88707861309115,name141
2.09516304647777,2.09203320398366,3.96079568999554,name142
2.00526769976808,2.0737858095517,3.88473328604763,name143
2.02691194263986,2.04228356150088,3.87737626472326,name144
2.05478709012148,2.09427369842769,3.93396187938015,name145
2.04177441043167,2.09830524664699,3.92775129599491,name146
