Long,Lat,Value,Name,min_distance,sum_min_distance,normalization_mutual_sparseness,self_mean_distance,self_density
-5,-5,8.07106781186548,name1,1,117.04,0.00854408749145591,7.80944930940676,0.128050002039896
-5,-4,7.40312423743285,name2,1,117.04,0.00854408749145591,7.22987514307365,0.13831497504601
-5,-3,6.8309518948453,name3,1,117.04,0.00854408749145591,6.76714318060371,0.147772844952689
-5,-2,6.3851648071345,name4,1,117.04,0.00854408749145591,6.43102861813377,0.155496120353169
-5,-1,6.09901951359278,name5,1,117.04,0.00854408749145591,6.22763342425894,0.16057464077841
-5,0,6,name6,1,117.04,0.00854408749145591,6.16036357348416,0.162328081463287
-5,1,6.09901951359278,name7,1,117.04,0.00854408749145591,6.23033516214658,0.16050500879562
-5,2,6.3851648071345,name8,1,117.04,0.00854408749145591,6.43647194382942,0.155364617251022
-5,3,6.8309518948453,name9,1,117.04,0.00854408749145591,6.77536465223483,0.147593532057371
-5,4,7.40312423743285,name10,1,117.04,0.00854408749145591,7.24085303644178,0.13810527502315
-5,5,8.07106781186548,name11,1,117.04,0.00854408749145591,7.82307216625071,0.127827019711523
-4,-5,7.40312423743285,name12,1,117.04,0.00854408749145591,7.22987514307365,0.13831497504601
-4,-4,6.65685424949238,name13,1,117.04,0.00854408749145591,6.61230534547573,0.15123318536465
-4,-3,6,name14,1,117.04,0.00854408749145591,6.11972616026195,0.163406004421151
-4,-2,5.47213595499958,name15,1,117.04,0.00854408749145591,5.76234720529415,0.17354039324136
-4,-1,5.12310562561766,name16,1,117.04,0.00854408749145591,5.54624201633179,0.180302265399768
-4,0,5,name17,1,117.04,0.00854408749145591,5.47475856603475,0.182656456524672
-4,1,5.12310562561766,name18,1,117.04,0.00854408749145591,5.54901921670774,0.180212026836934
-4,2,5.47213595499958,name19,1,117.04,0.00854408749145591,5.76801361262194,0.173369909844133
-4,3,6,name20,1,117.04,0.00854408749145591,6.12840871215381,0.1631744955288
-4,4,6.65685424949238,name21,1,117.04,0.00854408749145591,6.62402905342839,0.150965521427239
-4,5,7.40312423743285,name22,1,117.04,0.00854408749145591,7.24450797267376,0.138035599349465
-3,-5,6.8309518948453,name23,1,117.04,0.00854408749145591,6.76714318060371,0.147772844952689
-3,-4,6,name24,1,117.04,0.00854408749145591,6.11972616026195,0.163406004421151
-3,-3,5.24264068711928,name25,1,117.04,0.00854408749145591,5.60293847220987,0.17847777643105
-3,-2,4.60555127546399,name26,1,117.04,0.00854408749145591,5.22796797250209,0.191278907074368
-3,-1,4.16227766016838,name27,1,117.04,0.00854408749145591,5.00120963496808,0.19995162630418
-3,0,4,name28,1,117.04,0.00854408749145591,4.92613438022921,0.202998928330792
-3,1,4.16227766016838,name29,1,117.04,0.00854408749145591,5.00396172939592,0.199841656287152
-3,2,4.60555127546399,name30,1,117.04,0.00854408749145591,5.23374435579391,0.19106779621228
-3,3,5.24264068711928,name31,1,117.04,0.00854408749145591,5.61205759405651,0.178187765047005
-3,4,6,name32,1,117.04,0.00854408749145591,6.13229742020949,0.163071020773457
-3,5,6.8309518948453,name33,1,117.04,0.00854408749145591,6.78298035152026,0.147427819067156
-2,-5,6.3851648071345,name34,1,117.04,0.00854408749145591,6.43102861813377,0.155496120353169
-2,-4,5.47213595499958,name35,1,117.04,0.00854408749145591,5.76234720529415,0.17354039324136
-2,-3,4.60555127546399,name36,1,117.04,0.00854408749145591,5.22796797250209,0.191278907074368
-2,-2,3.82842712474619,name37,1,117.04,0.00854408749145591,4.83995956795124,0.206613296239435
-2,-1,3.23606797749979,name38,1,117.04,0.00854408749145591,4.60514155434305,0.21714859102581
-2,0,3,name39,1,117.04,0.00854408749145591,4.52722384742748,0.220885918987247
-2,1,3.23606797749979,name40,1,117.04,0.00854408749145591,4.60764312667266,0.217030697149962
-2,2,3.82842712474619,name41,1,117.04,0.00854408749145591,4.84559590352448,0.206372966279058
-2,3,4.60555127546399,name42,1,117.04,0.00854408749145591,5.23746636828133,0.190932013627068
-2,4,5.47213595499958,name43,1,117.04,0.00854408749145591,5.77594617236544,0.173131807353819
-2,5,6.3851648071345,name44,1,117.04,0.00854408749145591,6.44838101234379,0.155077685094251
-1,-5,6.09901951359278,name45,1,117.04,0.00854408749145591,6.22763342425894,0.16057464077841
-1,-4,5.12310562561766,name46,1,117.04,0.00854408749145591,5.54624201633179,0.180302265399768
-1,-3,4.16227766016838,name47,1,117.04,0.00854408749145591,5.00120963496808,0.19995162630418
-1,-2,3.23606797749979,name48,1,117.04,0.00854408749145591,4.60514155434305,0.21714859102581
-1,-1,2.41421356237309,name49,1,117.04,0.00854408749145591,4.36514501649764,0.229087463582676
-1,0,2,name50,1,117.04,0.00854408749145591,4.28513936588556,0.233364638723563
-1,1,2.41421356237309,name51,1,117.04,0.00854408749145591,4.36691165473813,0.228994786032594
-1,2,3.23606797749979,name52,1,117.04,0.00854408749145591,4.61012130424637,0.21691403197545
-1,3,4.16227766016838,name53,1,117.04,0.00854408749145591,5.01103082850345,0.199559738150454
-1,4,5.12310562561766,name54,1,117.04,0.00854408749145591,5.56126203270042,0.179815299858191
-1,5,6.09901951359278,name55,1,117.04,0.00854408749145591,6.24702687939572,0.160076148111072
0,-5,6,name56,1,117.04,0.00854408749145591,6.16036357348416,0.162328081463287
0,-4,5,name57,1,117.04,0.00854408749145591,5.47475856603475,0.182656456524672
0,-3,4,name58,1,117.04,0.00854408749145591,4.92613438022921,0.202998928330792
0,-2,3,name59,1,117.04,0.00854408749145591,4.52722384742748,0.220885918987247
0,-1,2,name60,1,117.04,0.00854408749145591,4.28513936588556,0.233364638723563
0,0,1,name61,1,117.04,0.00854408749145591,4.20376537797851,0.237881972490309
0,1,2,name62,1,117.04,0.00854408749145591,4.2852158687251,0.233360472525626
0,2,3,name63,1,117.04,0.00854408749145591,4.53051190461568,0.22072560917039
0,3,4,name64,1,117.04,0.00854408749145591,4.9364438828855,0.20257497577699
0,4,5,name65,1,117.04,0.00854408749145591,5.4921464758882,0.182078173695882
0,5,6,name66,1,117.04,0.00854408749145591,6.18265900450413,0.161742706377869
