Long,Lat,Value,Name
-5,-5,8.07106781186548,name1
-5,-4,7.40312423743285,name2
-5,-3,6.8309518948453,name3
-5,-2,6.3851648071345,name4
-5,-1,6.09901951359278,name5
-5,0,6,name6
-5,1,6.09901951359278,name7
-5,2,6.3851648071345,name8
-5,3,6.8309518948453,name9
-5,4,7.40312423743285,name10
-5,5,8.07106781186548,name11
-4,-5,7.40312423743285,name12
-4,-4,6.65685424949238,name13
-4,-3,6,name14
-4,-2,5.47213595499958,name15
-4,-1,5.12310562561766,name16
-4,0,5,name17
-4,1,5.12310562561766,name18
-4,2,5.47213595499958,name19
-4,3,6,name20
-4,4,6.65685424949238,name21
-4,5,7.40312423743285,name22
-3,-5,6.8309518948453,name23
-3,-4,6,name24
-3,-3,5.24264068711928,name25
-3,-2,4.60555127546399,name26
-3,-1,4.16227766016838,name27
-3,0,4,name28
-3,1,4.16227766016838,name29
-3,2,4.60555127546399,name30
-3,3,5.24264068711928,name31
-3,4,6,name32
-3,5,6.8309518948453,name33
-2,-5,6.3851648071345,name34
-2,-4,5.47213595499958,name35
-2,-3,4.60555127546399,name36
-2,-2,3.82842712474619,name37
-2,-1,3.23606797749979,name38
-2,0,3,name39
-2,1,3.23606797749979,name40
-2,2,3.82842712474619,name41
-2,3,4.60555127546399,name42
-2,4,5.47213595499958,name43
-2,5,6.3851648071345,name44
-1,-5,6.09901951359278,name45
-1,-4,5.12310562561766,name46
-1,-3,4.16227766016838,name47
-1,-2,3.23606797749979,name48
-1,-1,2.41421356237309,name49
-1,0,2,name50
-1,1,2.41421356237309,name51
-1,2,3.23606797749979,name52
-1,3,4.16227766016838,name53
-1,4,5.12310562561766,name54
-1,5,6.09901951359278,name55
0,-5,6,name56
0,-4,5,name57
0,-3,4,name58
0,-2,3,name59
0,-1,2,name60
0,0,1,name61
0,1,2,name62
0,2,3,name63
0,3,4,name64
0,4,5,name65
0,5,6,name66
1,-5,6.09901951359278,name67
1,-4,5.12310562561766,name68
1,-3,4.16227766016838,name69
1,-2,3.23606797749979,name70
1,-1,2.41421356237309,name71
1,0,2,name72
1,1,2.41421356237309,name73
1,2,3.23606797749979,name74
1,3,4.16227766016838,name75
1,4,5.12310562561766,name76
1,5,6.09901951359278,name77
2,-5,6.3851648071345,name78
2,-4,5.47213595499958,name79
2,-3,4.60555127546399,name80
2,-2,3.82842712474619,name81
2,-1,3.23606797749979,name82
2,0,3,name83
2,1,3.23606797749979,name84
2,2,3.82842712474619,name85
2,3,4.60555127546399,name86
2,4,5.47213595499958,name87
2,5,6.3851648071345,name88
3,-5,6.8309518948453,name89
3,-4,6,name90
3,-3,5.24264068711928,name91
3,-2,4.60555127546399,name92
3,-1,4.16227766016838,name93
3,0,4,name94
3,1,4.16227766016838,name95
3,2,4.60555127546399,name96
3,3,5.24264068711928,name97
3,4,6,name98
3,5,6.8309518948453,name99
4,-5,7.40312423743285,name100
4,-4,6.65685424949238,name101
4,-3,6,name102
4,-2,5.47213595499958,name103
4,-1,5.12310562561766,name104
4,0,5,name105
4,1,5.12310562561766,name106
4,2,5.47213595499958,name107
4,3,6,name108
4,4,6.65685424949238,name109
4,5,7.40312423743285,name110
5,-5,8.07106781186548,name111
5,-4,7.40312423743285,name112
5,-3,6.8309518948453,name113
5,-2,6.3851648071345,name114
5,-1,6.09901951359278,name115
5,0,6,name116
5,1,6.09901951359278,name117
5,2,6.3851648071345,name118
5,3,6.8309518948453,name119
5,4,7.40312423743285,name120
5,5,8.07106781186548,name121
2.06443181301937,2.03786093826603,3.90081986933297,name122
2.08115804582825,2.05328255887995,3.92355743543995,name123
2.03507271035769,2.09390015619999,3.9199210264281,name124
2.0875942811493,2.05501563428984,3.92935814469022,name125
2.06224750860012,2.05870447045314,3.91395416631614,name126
2.0207742292733,2.03012463302795,3.86442568612313,name127
2.04709233485176,2.02304881602116,3.87807462367004,name128
2.08443087926954,2.0194764289567,3.90226413986806,name129
2.02259217809724,2.01707080471479,3.85647575696572,name130
2.02276642978166,2.04356986841039,3.87537159972872,name131
2.03111022866504,2.09233796421032,3.91603959463234,name132
2.04302073913296,2.01848163201241,3.87196828661092,name133
2.09048809686799,2.09797483783561,3.9616952752331,name134
2.04388699731261,2.01111192234406,3.8674108917241,name135
2.02580646959121,2.04087198461126,3.87559564435069,name136
2.05948960740086,2.02622117477808,3.88912957343751,name137
2.06028430893821,2.07112157804337,3.92135516921408,name138
2.02217467340172,2.01174176508558,3.85241920816997,name139
2.02966758732183,2.03187783019259,3.87194673207094,name140
2.04241667597138,2.05078582846611,3.89433729764232,name141
2.008551579709,2.02624822346983,3.85306174336732,name142
2.08010146227697,2.00292202775621,3.88764934551234,name143
2.0928854139478,2.07303308628555,3.94578266896084,name144
2.04886089738036,2.05785250610234,3.90389185640339,name145
2.02372835797715,2.04588488281799,3.87769376769386,name146
2.09630885392869,2.0546805718739,3.9353403658683,name147
2.0521135830804,2.02315943867085,3.88172591898432,name148
2.04888977439202,2.06240600881737,3.90714083814564,name149
2.06791355408657,2.03955152156686,3.90448564745992,name150
2.03674366485445,2.09879820031616,3.92459888565511,name151
2.00377388662396,2.08851680082025,3.89430686279539,name152
2.09132868276392,2.07961838735852,3.9493165812423,name153
2.00987122786556,2.02618711838707,3.85394754529923,name154
2.03353568399628,2.06797279513773,3.90030668370019,name155
2.01365531373554,2.07212274985817,3.88937716697131,name156
2.01067618616072,2.06537573486686,3.88246346928641,name157
2.04941739366393,2.07790517232313,3.9185272927659,name158
2.07150370784007,2.09037205605563,3.94292081856332,name159
2.08909225043308,2.03341630527375,3.91531958820516,name160
2.06987458323348,2.01978098266859,3.89204011180095,name161
2.00305409463046,2.07440742603675,3.88364211982213,name162
2.05000224355902,2.04799221411461,3.89772001885466,name163
2.09047222380674,2.06098666484226,3.93559877216984,name164
2.06176663895885,2.08594423056462,3.9329243097205,name165
2.08054894245297,2.05767215156147,3.92620891004962,name166
2.01829224694149,2.02399320105687,3.85833029441816,name167
2.08865119330761,2.00286741524641,3.89377637186448,name168
2.04899013885122,2.01679271456823,3.87503277244713,name169
2.09786806496412,2.07126944716789,3.94808540255663,name170
2.05004716241548,2.04710883745419,3.89712753611415,name171
