Long,Lat,Value,Name,min_distance,sum_min_distance,normalization_mutual_sparseness,self_mean_distance,self_density,Long1,Lat1,Value1,Name1
-4.1,-4.1,6.79827560572969,name1,0.0999999999999996,117.4,0.000851788756388413,6.72545673095902,0.0148688786502296,-4.1,-4,6.72800139664787,name2
-4.1,-4,6.72800139664787,name2,0.0999999999999996,117.4,0.000851788756388413,6.6681170715608,0.0149967372988238,-4.1,-4.1,6.79827560572969,name1
-5,-3,6.8309518948453,name3,1,117.4,0.00851788756388416,6.78244161873385,0.147439529333786,-5,-2,6.3851648071345,name4
-5,-2,6.3851648071345,name4,1,117.4,0.00851788756388416,6.44276258921363,0.155212920878721,-5,-3,6.8309518948453,name3
-5,-1,6.09901951359278,name5,1,117.4,0.00851788756388416,6.2373936970137,0.16032337360375,-5,-2,6.3851648071345,name4
-5,0,6,name6,1,117.4,0.00851788756388416,6.16836117233372,0.162117614721588,-5,-1,6.09901951359278,name5
-5,1,6.09901951359278,name7,1,117.4,0.00851788756388416,6.2363872055326,0.160349248217438,-5,0,6,name6
-5,2,6.3851648071345,name8,1,117.4,0.00851788756388416,6.44027884204296,0.155272780034286,-5,1,6.09901951359278,name7
-5,3,6.8309518948453,name9,1,117.4,0.00851788756388416,6.77665066495864,0.147565523064498,-5,2,6.3851648071345,name8
-5,4,7.40312423743285,name10,1,117.4,0.00851788756388416,7.23945200313527,0.138132002196702,-5,3,6.8309518948453,name9
-5,5,8.07106781186548,name11,1,117.4,0.00851788756388416,7.81896110772304,0.127894228686247,-5,4,7.40312423743285,name10
-4,-4.1,6.72800139664787,name12,0.0999999999999996,117.4,0.000851788756388413,6.6681170715608,0.0149967372988238,-4.1,-4.1,6.79827560572969,name1
-4,-4,6.65685424949238,name13,0.0999999999999996,117.4,0.000851788756388413,6.61048582350448,0.0151274811972875,-4.1,-4,6.72800139664787,name2
-4,-3,6,name14,1,117.4,0.00851788756388416,6.12312174009776,0.163315387550017,-5,-3,6.8309518948453,name3
-4,-2,5.47213595499958,name15,1,117.4,0.00851788756388416,5.7675164967496,0.173384853006241,-5,-2,6.3851648071345,name4
-4,-1,5.12310562561766,name16,1,117.4,0.00851788756388416,5.55170514348642,0.180124839874333,-5,-1,6.09901951359278,name5
-4,0,5,name17,1,117.4,0.00851788756388416,5.47963736340856,0.182493828273694,-5,0,6,name6
-4,1,5.12310562561766,name18,1,117.4,0.00851788756388416,5.55255766642011,0.18009718405045,-5,1,6.09901951359278,name7
-4,2,5.47213595499958,name19,1,117.4,0.00851788756388416,5.76952724795318,0.173324426252561,-5,2,6.3851648071345,name8
-4,3,6,name20,1,117.4,0.00851788756388416,6.12736216306095,0.163202365616405,-5,3,6.8309518948453,name9
