Long,Lat,Value,Name,min_distance,sum_min_distance,normalization_mutual_sparseness,self_mean_distance,self_density,Long1,Lat1,Value1,Name1
-5,-5,8.07106781186548,name1,1,121,0.00826446280991736,7.83317619270855,0.127662135435029,-5,-4,7.40312423743285,name2
-5,-4,7.40312423743285,name2,1,121,0.00826446280991736,7.25356515086599,0.137863240930649,-5,-5,8.07106781186548,name1
-5,-3,6.8309518948453,name3,1,121,0.00826446280991736,6.79063188254806,0.147261700721843,-5,-4,7.40312423743285,name2
-5,-2,6.3851648071345,name4,1,121,0.00826446280991736,6.45408287120147,0.15494068172909,-5,-3,6.8309518948453,name3
-5,-1,6.09901951359278,name5,1,121,0.00826446280991736,6.24994129451079,0.16000150287464,-5,-2,6.3851648071345,name4
-5,0,6,name6,1,121,0.00826446280991736,6.18153793543395,0.16177203965178,-5,-1,6.09901951359278,name5
-5,1,6.09901951359278,name7,1,121,0.00826446280991736,6.24994129451079,0.16000150287464,-5,0,6,name6
-5,2,6.3851648071345,name8,1,121,0.00826446280991736,6.45408287120147,0.15494068172909,-5,1,6.09901951359278,name7
-5,3,6.8309518948453,name9,1,121,0.00826446280991736,6.79063188254806,0.147261700721843,-5,2,6.3851648071345,name8
-5,4,7.40312423743285,name10,1,121,0.00826446280991736,7.25356515086599,0.137863240930649,-5,3,6.8309518948453,name9
-5,5,8.07106781186548,name11,1,121,0.00826446280991736,7.83317619270855,0.127662135435029,-5,4,7.40312423743285,name10
-4,-5,7.40312423743285,name12,1,121,0.00826446280991736,7.25356515086598,0.137863240930649,-5,-5,8.07106781186548,name1
-4,-4,6.65685424949238,name13,1,121,0.00826446280991736,6.63609242522227,0.150691089864757,-5,-4,7.40312423743285,name2
-4,-3,6,name14,1,121,0.00826446280991736,6.14346138906477,0.162774686234698,-5,-3,6.8309518948453,name3
-4,-2,5.47213595499958,name15,1,121,0.00826446280991736,5.78579539336672,0.172837083237765,-5,-2,6.3851648071345,name4
-4,-1,5.12310562561766,name16,1,121,0.00826446280991736,5.56905601513618,0.179563645487151,-5,-1,6.09901951359278,name5
-4,0,5,name17,1,121,0.00826446280991736,5.49646783010506,0.181935022801887,-5,0,6,name6
-4,1,5.12310562561766,name18,1,121,0.00826446280991736,5.56905601513618,0.179563645487151,-5,1,6.09901951359278,name7
-4,2,5.47213595499958,name19,1,121,0.00826446280991736,5.78579539336672,0.172837083237765,-5,2,6.3851648071345,name8
-4,3,6,name20,1,121,0.00826446280991736,6.14346138906477,0.162774686234698,-5,3,6.8309518948453,name9
-4,4,6.65685424949238,name21,1,121,0.00826446280991736,6.63609242522227,0.150691089864757,-5,4,7.40312423743285,name10
-4,5,7.40312423743285,name22,1,121,0.00826446280991736,7.25356515086598,0.137863240930649,-5,5,8.07106781186548,name11
-3,-5,6.8309518948453,name23,1,121,0.00826446280991736,6.79063188254806,0.147261700721843,-4,-5,7.40312423743285,name12
