Long,Lat,Value,Name,min_distance,sum_min_distance,normalization_mutual_sparseness,self_mean_distance,self_density,Long1,Lat1,Value1,Name1
-4.3,-4.3,7.08111831820431,name1,0.3,118.2,0.00253807106598985,6.96486111624644,0.0430733642771729,-4.3,-4,6.87281874401041,name2
-4.3,-4,6.87281874401041,name2,0.3,118.2,0.00253807106598985,6.79193802656672,0.0441700143356061,-4.3,-4.3,7.08111831820431,name1
-5,-3,6.8309518948453,name3,1,118.2,0.00846023688663283,6.78314181452125,0.147424309758527,-5,-2,6.3851648071345,name4
-5,-2,6.3851648071345,name4,1,118.2,0.00846023688663283,6.44465649325734,0.155167308148423,-5,-3,6.8309518948453,name3
-5,-1,6.09901951359278,name5,1,118.2,0.00846023688663283,6.23976706303689,0.160262392794083,-5,-2,6.3851648071345,name4
-5,0,6,name6,1,118.2,0.00846023688663283,6.17098060860348,0.162048799603391,-5,-1,6.09901951359278,name5
-5,1,6.09901951359278,name7,1,118.2,0.00846023688663283,6.2391541351788,0.160278136800886,-5,0,6,name6
-5,2,6.3851648071345,name8,1,118.2,0.00846023688663283,6.44314344188958,0.155203746279895,-5,1,6.09901951359278,name7
-5,3,6.8309518948453,name9,1,118.2,0.00846023688663283,6.77958450622574,0.147501664605212,-5,2,6.3851648071345,name8
-5,4,7.40312423743285,name10,1,118.2,0.00846023688663283,7.24243741052951,0.138075062760796,-5,3,6.8309518948453,name9
-5,5,8.07106781186548,name11,1,118.2,0.00846023688663283,7.82198637074068,0.127844763798189,-5,4,7.40312423743285,name10
-4,-4.3,6.87281874401041,name12,0.3,118.2,0.00253807106598985,6.79193802656672,0.044170014335606,-4.3,-4.3,7.08111831820431,name1
-4,-4,6.65685424949238,name13,0.3,118.2,0.00253807106598985,6.61617617944176,0.0453434116419361,-4.3,-4,6.87281874401041,name2
-4,-3,6,name14,1,118.2,0.00846023688663283,6.12702735171003,0.16321128380811,-5,-3,6.8309518948453,name3
-4,-2,5.47213595499958,name15,1,118.2,0.00846023688663283,5.77115799257419,0.173275450314601,-5,-2,6.3851648071345,name4
-4,-1,5.12310562561766,name16,1,118.2,0.00846023688663283,5.55524924601707,0.180009924976268,-5,-1,6.09901951359278,name5
-4,0,5,name17,1,118.2,0.00846023688663283,5.48313084258228,0.182377555580828,-5,0,6,name6
-4,1,5.12310562561766,name18,1,118.2,0.00846023688663283,5.55602012885827,0.179984949083598,-5,1,6.09901951359278,name7
-4,2,5.47213595499958,name19,1,118.2,0.00846023688663283,5.77296875827235,0.173221100247088,-5,2,6.3851648071345,name8
-4,3,6,name20,1,118.2,0.00846023688663283,6.13078857110744,0.163111154201712,-5,3,6.8309518948453,name9
-4,4,6.65685424949238,name21,1,118.2,0.00846023688663283,6.62353742567688,0.150976726744743,-5,4,7.40312423743285,name10
-4,5,7.40312423743285,name22,1,118.2,0.00846023688663283,7.24110327840087,0.138100502306444,-5,5,8.07106781186548,name11
-3,-5,6.8309518948453,name23,1,118.2,0.00846023688663283,6.78314181452125,0.147424309758527,-3,-4,6,name24
-3,-4,6,name24,1,118.2,0.00846023688663283,6.12702735171003,0.16321128380811,-4,-4,6.65685424949238,name13
-3,-3,5.24264068711928,name25,1,118.2,0.00846023688663283,5.60862550887585,0.178296803453442,-4,-3,6,name14
-3,-2,4.60555127546399,name26,1,118.2,0.00846023688663283,5.23458464158882,0.191037124904809,-4,-2,5.47213595499958,name15
-3,-1,4.16227766016838,name27,1,118.2,0.00846023688663283,5.00842552562725,0.199663545935379,-4,-1,5.12310562561766,name16
-3,0,4,name28,1,118.2,0.00846023688663283,4.93312436873388,0.202711289084458,-4,0,5,name17
-3,1,4.16227766016838,name29,1,118.2,0.00846023688663283,5.00976379878148,0.199610209216496,-4,1,5.12310562561766,name18
-3,2,4.60555127546399,name30,1,118.2,0.00846023688663283,5.23738475097403,0.190934989035133,-4,2,5.47213595499958,name19
-3,3,5.24264068711928,name31,1,118.2,0.00846023688663283,5.61275866257325,0.178165508285285,-4,3,6,name20
-3,4,6,name32,1,118.2,0.00846023688663283,6.12966980769618,0.163140924613009,-4,4,6.65685424949238,name21
-3,5,6.8309518948453,name33,1,118.2,0.00846023688663283,6.77704833819374,0.147556864005861,-4,5,7.40312423743285,name22
-2,-5,6.3851648071345,name34,1,118.2,0.00846023688663283,6.44465649325734,0.155167308148424,-3,-5,6.8309518948453,name23
-2,-4,5.47213595499958,name35,1,118.2,0.00846023688663283,5.77115799257419,0.173275450314601,-3,-4,6,name24
-2,-3,4.60555127546399,name36,1,118.2,0.00846023688663283,5.23458464158882,0.191037124904809,-3,-3,5.24264068711928,name25
-2,-2,3.82842712474619,name37,1,118.2,0.00846023688663283,4.84640380675351,0.206338563577078,-3,-2,4.60555127546399,name26
-2,-1,3.23606797749979,name38,1,118.2,0.00846023688663283,4.61188779048489,0.216830947635623,-3,-1,4.16227766016838,name27
-2,0,3,name39,1,118.2,0.00846023688663283,4.53380460690774,0.220565305897037,-3,0,4,name28
-2,1,3.23606797749979,name40,1,118.2,0.00846023688663283,4.61301814064745,0.216777816499036,-3,1,4.16227766016838,name29
-2,2,3.82842712474619,name41,1,118.2,0.00846023688663283,4.84843171165825,0.206252260415561,-3,2,4.60555127546399,name30
-2,3,4.60555127546399,name42,1,118.2,0.00846023688663283,5.23663370416639,0.190962373252186,-3,3,5.24264068711928,name31
-2,4,5.47213595499958,name43,1,118.2,0.00846023688663283,5.7709956065417,0.173280325992009,-3,4,6,name32
-2,5,6.3851648071345,name44,1,118.2,0.00846023688663283,6.43955681831689,0.155290189715473,-3,5,6.8309518948453,name33
-1,-5,6.09901951359278,name45,1,118.2,0.00846023688663283,6.23976706303688,0.160262392794083,-2,-5,6.3851648071345,name34
-1,-4,5.12310562561766,name46,1,118.2,0.00846023688663283,5.55524924601706,0.180009924976268,-2,-4,5.47213595499958,name35
-1,-3,4.16227766016838,name47,1,118.2,0.00846023688663283,5.00842552562725,0.199663545935379,-2,-3,4.60555127546399,name36
-1,-2,3.23606797749979,name48,1,118.2,0.00846023688663283,4.61188779048489,0.216830947635623,-2,-2,3.82842712474619,name37
-1,-1,2.41421356237309,name49,1,118.2,0.00846023688663283,4.37206441571531,0.228724900851304,-2,-1,3.23606797749979,name38
-1,0,2,name50,1,118.2,0.00846023688663283,4.29204288395459,0.232989284365822,-2,0,3,name39
-1,1,2.41421356237309,name51,1,118.2,0.00846023688663283,4.37266655194581,0.228693404383878,-2,1,3.23606797749979,name40
-1,2,3.23606797749979,name52,1,118.2,0.00846023688663283,4.61273486835953,0.216791129023993,-2,2,3.82842712474619,name41
-1,3,4.16227766016838,name53,1,118.2,0.00846023688663283,5.00866045798542,0.199654180671336,-2,3,4.60555127546399,name42
-1,4,5.12310562561766,name54,1,118.2,0.00846023688663283,5.55348463494503,0.180067122848878,-2,4,5.47213595499958,name43
-1,5,6.09901951359278,name55,1,118.2,0.00846023688663283,6.23466181340418,0.160393623572341,-2,5,6.3851648071345,name44
0,-5,6,name56,1,118.2,0.00846023688663283,6.17098060860348,0.162048799603391,-1,-5,6.09901951359278,name45
0,-4,5,name57,1,118.2,0.00846023688663283,5.48313084258228,0.182377555580828,-1,-4,5.12310562561766,name46
0,-3,4,name58,1,118.2,0.00846023688663283,4.93312436873389,0.202711289084458,-1,-3,4.16227766016838,name47
0,-2,3,name59,1,118.2,0.00846023688663283,4.53380460690774,0.220565305897037,-1,-2,3.23606797749979,name48
0,-1,2,name60,1,118.2,0.00846023688663283,4.29204288395459,0.232989284365823,-1,-1,2.41421356237309,name49
0,0,1,name61,1,118.2,0.00846023688663283,4.21117870696599,0.237463206761051,-1,0,2,name50
0,1,2,name62,1,118.2,0.00846023688663283,4.29211963281795,0.232985118204513,-1,1,2.41421356237309,name51
0,2,3,name63,1,118.2,0.00846023688663283,4.53363983876255,0.220573322002779,-1,2,3.23606797749979,name52
0,3,4,name64,1,118.2,0.00846023688663283,4.93207794704857,0.202754297627923,-1,3,4.16227766016838,name53
0,4,5,name65,1,118.2,0.00846023688663283,5.48034479196956,0.182470271116029,-1,4,5.12310562561766,name54
0,5,6,name66,1,118.2,0.00846023688663283,6.1656869110156,0.162187930466175,-1,5,6.09901951359278,name55
1,-5,6.09901951359278,name67,1,118.2,0.00846023688663283,6.2391541351788,0.160278136800886,0,-5,6,name56
1,-4,5.12310562561766,name68,1,118.2,0.00846023688663283,5.55602012885827,0.179984949083598,0,-4,5,name57
1,-3,4.16227766016838,name69,1,118.2,0.00846023688663283,5.00976379878148,0.199610209216496,0,-3,4,name58
