Long,Lat,Value,Name,min_distance,sum_min_distance,normalization_mutual_sparseness,self_mean_distance,self_density,Long1,Lat1,Value1,Name1
-5,-5,8.07106781186548,name1,1,117.04,0.00854408749145591,7.80944930940676,0.128050002039896,-5,-4,7.40312423743285,name2
-5,-4,7.40312423743285,name2,1,117.04,0.00854408749145591,7.22987514307365,0.13831497504601,-5,-5,8.07106781186548,name1
-5,-3,6.8309518948453,name3,1,117.04,0.00854408749145591,6.76714318060371,0.147772844952689,-5,-4,7.40312423743285,name2
-5,-2,6.3851648071345,name4,1,117.04,0.00854408749145591,6.43102861813377,0.155496120353169,-5,-3,6.8309518948453,name3
-5,-1,6.09901951359278,name5,1,117.04,0.00854408749145591,6.22763342425894,0.16057464077841,-5,-2,6.3851648071345,name4
-5,0,6,name6,1,117.04,0.00854408749145591,6.16036357348416,0.162328081463287,-5,-1,6.09901951359278,name5
-5,1,6.09901951359278,name7,1,117.04,0.00854408749145591,6.23033516214658,0.16050500879562,-5,0,6,name6
-5,2,6.3851648071345,name8,1,117.04,0.00854408749145591,6.43647194382942,0.155364617251022,-5,1,6.09901951359278,name7
-5,3,6.8309518948453,name9,1,117.04,0.00854408749145591,6.77536465223483,0.147593532057371,-5,2,6.3851648071345,name8
-5,4,7.40312423743285,name10,1,117.04,0.00854408749145591,7.24085303644178,0.13810527502315,-5,3,6.8309518948453,name9
-5,5,8.07106781186548,name11,1,117.04,0.00854408749145591,7.82307216625071,0.127827019711523,-5,4,7.40312423743285,name10
-4,-5,7.40312423743285,name12,1,117.04,0.00854408749145591,7.22987514307365,0.13831497504601,-5,-5,8.07106781186548,name1
-4,-4,6.65685424949238,name13,1,117.04,0.00854408749145591,6.61230534547573,0.15123318536465,-5,-4,7.40312423743285,name2
-4,-3,6,name14,1,117.04,0.00854408749145591,6.11972616026195,0.163406004421151,-5,-3,6.8309518948453,name3
-4,-2,5.47213595499958,name15,1,117.04,0.00854408749145591,5.76234720529415,0.17354039324136,-5,-2,6.3851648071345,name4
-4,-1,5.12310562561766,name16,1,117.04,0.00854408749145591,5.54624201633179,0.180302265399768,-5,-1,6.09901951359278,name5
-4,0,5,name17,1,117.04,0.00854408749145591,5.47475856603475,0.182656456524672,-5,0,6,name6
-4,1,5.12310562561766,name18,1,117.04,0.00854408749145591,5.54901921670774,0.180212026836934,-5,1,6.09901951359278,name7
-4,2,5.47213595499958,name19,1,117.04,0.00854408749145591,5.76801361262194,0.173369909844133,-5,2,6.3851648071345,name8
-4,3,6,name20,1,117.04,0.00854408749145591,6.12840871215381,0.1631744955288,-5,3,6.8309518948453,name9
-4,4,6.65685424949238,name21,1,117.04,0.00854408749145591,6.62402905342839,0.150965521427239,-5,4,7.40312423743285,name10
-4,5,7.40312423743285,name22,1,117.04,0.00854408749145591,7.24450797267376,0.138035599349465,-5,5,8.07106781186548,name11
