Long,Lat,Value,Name,min_distance,sum_min_distance,normalization_mutual_sparseness,self_mean_distance,self_density,Long1,Lat1,Value1,Name1
-4.01,-4.01,6.67099638511611,name1,0.00999999999999979,117.04,8.54408749145573e-05,6.61936104059354,0.00151071983212191,-4.01,-4,6.66392973120253,name2
-4.01,-4,6.66392973120253,name2,0.00999999999999979,117.04,8.54408749145573e-05,6.61364450023468,0.00151202563120001,-4.01,-4.01,6.67099638511611,name1
-5,-3,6.8309518948453,name3,1,117.04,0.00854408749145591,6.78235420566916,0.147441429579737,-5,-2,6.3851648071345,name4
-5,-2,6.3851648071345,name4,1,117.04,0.00854408749145591,6.44204064696315,0.155230315175272,-5,-3,6.8309518948453,name3
-5,-1,6.09901951359278,name5,1,117.04,0.00854408749145591,6.23641144062766,0.160348625089969,-5,-2,6.3851648071345,name4
-5,0,6,name6,1,117.04,0.00854408749145591,6.16724526405577,0.162146948464697,-5,-1,6.09901951359278,name5
-5,1,6.09901951359278,name7,1,117.04,0.00854408749145591,6.2351913667307,0.160380001379866,-5,0,6,name6
-5,2,6.3851648071345,name8,1,117.04,0.00854408749145591,6.43903019429051,0.155302890315175,-5,1,6.09901951359278,name7
-5,3,6.8309518948453,name9,1,117.04,0.00854408749145591,6.77536465223483,0.147593532057371,-5,2,6.3851648071345,name8
-5,4,7.40312423743285,name10,1,117.04,0.00854408749145591,7.23813820830064,0.138157074543452,-5,3,6.8309518948453,name9
-5,5,8.07106781186548,name11,1,117.04,0.00854408749145591,7.81762586843099,0.127916072837175,-5,4,7.40312423743285,name10
-4,-4.01,6.66392973120253,name12,0.00999999999999979,117.04,8.54408749145573e-05,6.61364450023468,0.00151202563120001,-4.01,-4.01,6.67099638511611,name1
-4,-4,6.65685424949238,name13,0.00999999999999979,117.04,8.54408749145573e-05,6.6079251633327,0.00151333433003898,-4.01,-4,6.66392973120253,name2
-4,-3,6,name14,1,117.04,0.00854408749145591,6.12154320541989,0.163357500950842,-5,-3,6.8309518948453,name3
-4,-2,5.47213595499958,name15,1,117.04,0.00854408749145591,5.76597626201375,0.173431168384788,-5,-2,6.3851648071345,name4
-4,-1,5.12310562561766,name16,1,117.04,0.00854408749145591,5.55017809840355,0.18017439841933,-5,-1,6.09901951359278,name5
-4,0,5,name17,1,117.04,0.00854408749145591,5.47811699535155,0.182544476660237,-5,0,6,name6
-4,1,5.12310562561766,name18,1,117.04,0.00854408749145591,5.55104133127059,0.180146379809265,-5,1,6.09901951359278,name7
-4,2,5.47213595499958,name19,1,117.04,0.00854408749145591,5.76801361262194,0.173369909844134,-5,2,6.3851648071345,name8
-4,3,6,name20,1,117.04,0.00854408749145591,6.12585046169272,0.163242639736863,-5,3,6.8309518948453,name9
-4,4,6.65685424949238,name21,1,117.04,0.00854408749145591,6.61861217193691,0.151089076383721,-5,4,7.40312423743285,name10
-4,5,7.40312423743285,name22,1,117.04,0.00854408749145591,7.23618807041335,0.138194307592516,-5,5,8.07106781186548,name11
-3,-5,6.8309518948453,name23,1,117.04,0.00854408749145591,6.78235420566916,0.147441429579737,-3,-4,6,name24
-3,-4,6,name24,1,117.04,0.00854408749145591,6.12154320541989,0.163357500950842,-4,-4,6.65685424949238,name13
-3,-3,5.24264068711928,name25,1,117.04,0.00854408749145591,5.60156083065197,0.178521671054246,-4,-3,6,name14
-3,-2,4.60555127546399,name26,1,117.04,0.00854408749145591,5.22791576832943,0.191280817119888,-4,-2,5.47213595499958,name15
-3,-1,4.16227766016838,name27,1,117.04,0.00854408749145591,5.00215535269881,0.199913823040396,-4,-1,5.12310562561766,name16
-3,0,4,name28,1,117.04,0.00854408749145591,4.92713001281748,0.202957908031367,-4,0,5,name17
-3,1,4.16227766016838,name29,1,117.04,0.00854408749145591,5.00396172939592,0.199841656287152,-4,1,5.12310562561766,name18
-3,2,4.60555127546399,name30,1,117.04,0.00854408749145591,5.23172224123107,0.191141645884605,-4,2,5.47213595499958,name19
-3,3,5.24264068711928,name31,1,117.04,0.00854408749145591,5.60720138947238,0.178342087351725,-4,3,6,name20
-3,4,6,name32,1,117.04,0.00854408749145591,6.12419446839664,0.163286780842838,-4,4,6.65685424949238,name21
-3,5,6.8309518948453,name33,1,117.04,0.00854408749145591,6.77163848620753,0.147674746966602,-4,5,7.40312423743285,name22
-2,-5,6.3851648071345,name34,1,117.04,0.00854408749145591,6.44204064696315,0.155230315175272,-3,-5,6.8309518948453,name23
-2,-4,5.47213595499958,name35,1,117.04,0.00854408749145591,5.76597626201375,0.173431168384789,-3,-4,6,name24
-2,-3,4.60555127546399,name36,1,117.04,0.00854408749145591,5.22791576832943,0.191280817119888,-3,-3,5.24264068711928,name25
-2,-2,3.82842712474619,name37,1,117.04,0.00854408749145591,4.8394454052863,0.206635247689263,-3,-2,4.60555127546399,name26
-2,-1,3.23606797749979,name38,1,117.04,0.00854408749145591,4.60507944680939,0.217151519653553,-3,-1,4.16227766016838,name27
-2,0,3,name39,1,117.04,0.00854408749145591,4.52722384742748,0.220885918987247,-3,0,4,name28
-2,1,3.23606797749979,name40,1,117.04,0.00854408749145591,4.6066474940844,0.21707760389397,-3,1,4.16227766016838,name29
-2,2,3.82842712474619,name41,1,117.04,0.00854408749145591,4.84223747420769,0.206516100320674,-3,2,4.60555127546399,name30
-2,3,4.60555127546399,name42,1,117.04,0.00854408749145591,5.23058467770972,0.191183215953186,-3,3,5.24264068711928,name31
-2,4,5.47213595499958,name43,1,117.04,0.00854408749145591,5.7650663550309,0.173458541223441,-3,4,6,name32
-2,5,6.3851648071345,name44,1,117.04,0.00854408749145591,6.43372725244914,0.155430897326169,-3,5,6.8309518948453,name33
-1,-5,6.09901951359278,name45,1,117.04,0.00854408749145591,6.23641144062765,0.160348625089969,-2,-5,6.3851648071345,name34
-1,-4,5.12310562561766,name46,1,117.04,0.00854408749145591,5.55017809840354,0.18017439841933,-2,-4,5.47213595499958,name35
-1,-3,4.16227766016838,name47,1,117.04,0.00854408749145591,5.00215535269881,0.199913823040396,-2,-3,4.60555127546399,name36
-1,-2,3.23606797749979,name48,1,117.04,0.00854408749145591,4.60507944680939,0.217151519653553,-2,-2,3.82842712474619,name37
-1,-1,2.41421356237309,name49,1,117.04,0.00854408749145591,4.36514501649764,0.229087463582676,-2,-1,3.23606797749979,name38
-1,0,2,name50,1,117.04,0.00854408749145591,4.28520147341922,0.233361256455017,-2,0,3,name39
-1,1,2.41421356237309,name51,1,117.04,0.00854408749145591,4.36596593700739,0.229044388899983,-2,1,3.23606797749979,name40
-1,2,3.23606797749979,name52,1,117.04,0.00854408749145591,4.60618522217461,0.217099389574241,-2,2,3.82842712474619,name41
-1,3,4.16227766016838,name53,1,117.04,0.00854408749145591,5.00225281213473,0.199909928097626,-2,3,4.60555127546399,name42
-1,4,5.12310562561766,name54,1,117.04,0.00854408749145591,5.5472043938554,0.180270984986184,-2,4,5.47213595499958,name43
-1,5,6.09901951359278,name55,1,117.04,0.00854408749145591,6.2284938829404,0.160552457591547,-2,5,6.3851648071345,name44
0,-5,6,name56,1,117.04,0.00854408749145591,6.16724526405577,0.162146948464697,-1,-5,6.09901951359278,name45
0,-4,5,name57,1,117.04,0.00854408749145591,5.47811699535155,0.182544476660237,-1,-4,5.12310562561766,name46
0,-3,4,name58,1,117.04,0.00854408749145591,4.92713001281748,0.202957908031367,-1,-3,4.16227766016838,name47
0,-2,3,name59,1,117.04,0.00854408749145591,4.52722384742748,0.220885918987247,-1,-2,3.23606797749979,name48
0,-1,2,name60,1,117.04,0.00854408749145591,4.28520147341922,0.233361256455017,-1,-1,2.41421356237309,name49
0,0,1,name61,1,117.04,0.00854408749145591,4.20427954064346,0.237852880697593,-1,0,2,name50
0,1,2,name62,1,117.04,0.00854408749145591,4.28526807289776,0.233357629671879,-1,1,2.41421356237309,name51
0,2,3,name63,1,117.04,0.00854408749145591,4.52688284789608,0.220902557808573,-1,2,3.23606797749979,name52
0,3,4,name64,1,117.04,0.00854408749145591,4.92543185405612,0.203027882555414,-1,3,4.16227766016838,name53
0,4,5,name65,1,117.04,0.00854408749145591,5.47381104822226,0.182688074394671,-1,4,5.12310562561766,name54
0,5,6,name66,1,117.04,0.00854408749145591,6.15926026163243,0.162357159386371,-1,5,6.09901951359278,name55
1,-5,6.09901951359278,name67,1,117.04,0.00854408749145591,6.2351913667307,0.160380001379866,0,-5,6,name56
1,-4,5.12310562561766,name68,1,117.04,0.00854408749145591,5.55104133127059,0.180146379809265,0,-4,5,name57
1,-3,4.16227766016838,name69,1,117.04,0.00854408749145591,5.00396172939592,0.199841656287152,0,-3,4,name58
1,-2,3.23606797749979,name70,1,117.04,0.00854408749145591,4.60664749408439,0.21707760389397,0,-2,3,name59
1,-1,2.41421356237309,name71,1,117.04,0.00854408749145591,4.36596593700739,0.229044388899983,0,-1,2,name60
1,0,2,name72,1,117.04,0.00854408749145591,4.28526807289776,0.233357629671879,0,0,1,name61
1,1,2.41421356237309,name73,1,117.04,0.00854408749145591,4.36544793479918,0.229071567210434,0,1,2,name62
1,2,3.23606797749979,name74,1,117.04,0.00854408749145591,4.60526399217617,0.217142817805643,0,2,3,name63
1,3,4.16227766016838,name75,1,117.04,0.00854408749145591,5.00107198044222,0.199957129973477,0,3,4,name64
1,4,5.12310562561766,name76,1,117.04,0.00854408749145591,5.5458662251808,0.180314482787114,0,4,5,name65
1,5,6.09901951359278,name77,1,117.04,0.00854408749145591,6.22706791542172,0.160589223304188,0,5,6,name66
2,-5,6.3851648071345,name78,1,117.04,0.00854408749145591,6.43903019429051,0.155302890315175,1,-5,6.09901951359278,name67
2,-4,5.47213595499958,name79,1,117.04,0.00854408749145591,5.76801361262194,0.173369909844134,1,-4,5.12310562561766,name68
2,-3,4.60555127546399,name80,1,117.04,0.00854408749145591,5.23172224123107,0.191141645884605,1,-3,4.16227766016838,name69
2,-2,3.82842712474619,name81,1,117.04,0.00854408749145591,4.84223747420769,0.206516100320674,1,-2,3.23606797749979,name70
2,-1,3.23606797749979,name82,1,117.04,0.00854408749145591,4.60618522217461,0.217099389574241,1,-1,2.41421356237309,name71
2,0,3,name83,1,117.04,0.00854408749145591,4.52688284789608,0.220902557808573,1,0,2,name72
2,1,3.23606797749979,name84,1,117.04,0.00854408749145591,4.60526399217617,0.217142817805643,1,1,2.41421356237309,name73
2,2,3.82842712474619,name85,1,117.04,0.00854408749145591,4.84015965853145,0.206604754914925,1,2,3.23606797749979,name74
2,3,4.60555127546399,name86,1,117.04,0.00854408749145591,5.22806903186717,0.191275209624165,1,3,4.16227766016838,name75
2,4,5.47213595499958,name87,1,117.04,0.00854408749145591,5.76229082091876,0.173542091344941,1,4,5.12310562561766,name76
2,5,6.3851648071345,name88,1,117.04,0.00854408749145591,6.43081193626364,0.15550135969005,1,5,6.09901951359278,name77
3,-5,6.8309518948453,name89,1,117.04,0.00854408749145591,6.77536465223483,0.147593532057371,2,-5,6.3851648071345,name78
3,-4,6,name90,1,117.04,0.00854408749145591,6.12585046169272,0.163242639736863,2,-4,5.47213595499958,name79
3,-3,5.24264068711928,name91,1,117.04,0.00854408749145591,5.60720138947238,0.178342087351725,2,-3,4.60555127546399,name80
3,-2,4.60555127546399,name92,1,117.04,0.00854408749145591,5.23058467770972,0.191183215953185,2,-2,3.82842712474619,name81
3,-1,4.16227766016838,name93,1,117.04,0.00854408749145591,5.00225281213473,0.199909928097626,2,-1,3.23606797749979,name82
3,0,4,name94,1,117.04,0.00854408749145591,4.92543185405612,0.203027882555414,2,0,3,name83
3,1,4.16227766016838,name95,1,117.04,0.00854408749145591,5.00107198044223,0.199957129973477,2,1,3.23606797749979,name84
3,2,4.60555127546399,name96,1,117.04,0.00854408749145591,5.22806903186717,0.191275209624165,2,2,3.82842712474619,name85
3,3,5.24264068711928,name97,1,117.04,0.00854408749145591,5.6030806385348,0.178473247934818,2,3,4.60555127546399,name86
3,4,6,name98,1,117.04,0.00854408749145591,6.11980810971118,0.163403816275408,2,4,5.47213595499958,name87
3,5,6.8309518948453,name99,1,117.04,0.00854408749145591,6.76712300302841,0.147773285567956,2,5,6.3851648071345,name88
4,-5,7.40312423743285,name100,1,117.04,0.00854408749145591,7.23813820830064,0.138157074543452,3,-5,6.8309518948453,name89
4,-4,6.65685424949238,name101,1,117.04,0.00854408749145591,6.61861217193691,0.151089076383721,3,-4,6,name90
4,-3,6,name102,1,117.04,0.00854408749145591,6.12419446839664,0.163286780842838,3,-3,5.24264068711928,name91
4,-2,5.47213595499958,name103,1,117.04,0.00854408749145591,5.7650663550309,0.173458541223441,3,-2,4.60555127546399,name92
4,-1,5.12310562561766,name104,1,117.04,0.00854408749145591,5.54720439385541,0.180270984986184,3,-1,4.16227766016838,name93
4,0,5,name105,1,117.04,0.00854408749145591,5.47381104822226,0.182688074394671,3,0,4,name94
4,1,5.12310562561766,name106,1,117.04,0.00854408749145591,5.5458662251808,0.180314482787114,3,1,4.16227766016838,name95
4,2,5.47213595499958,name107,1,117.04,0.00854408749145591,5.76229082091876,0.173542091344941,3,2,4.60555127546399,name96
4,3,6,name108,1,117.04,0.00854408749145591,6.11980810971118,0.163403816275409,3,3,5.24264068711928,name97
4,4,6.65685424949238,name109,1,117.04,0.00854408749145591,6.61241161660491,0.151230754826095,3,4,6,name98
4,5,7.40312423743285,name110,1,117.04,0.00854408749145591,7.22994205748841,0.138313694916026,3,5,6.8309518948453,name99
5,-5,8.07106781186548,name111,1,117.04,0.00854408749145591,7.81762586843099,0.127916072837175,4,-5,7.40312423743285,name100
5,-4,7.40312423743285,name112,1,117.04,0.00854408749145591,7.23618807041334,0.138194307592516,4,-4,6.65685424949238,name101
5,-3,6.8309518948453,name113,1,117.04,0.00854408749145591,6.77163848620753,0.147674746966602,4,-3,6,name102
5,-2,6.3851648071345,name114,1,117.04,0.00854408749145591,6.43372725244915,0.155430897326169,4,-2,5.47213595499958,name103
5,-1,6.09901951359278,name115,1,117.04,0.00854408749145591,6.22849388294039,0.160552457591547,4,-1,5.12310562561766,name104
