Long,Lat,Value,Name,min_distance,sum_min_distance,normalization_mutual_sparseness,self_mean_distance,self_density
-5,-5,8.07106781186548,name1,1,117.4,0.00851788756388416,7.81157476675622,0.12801516081696
-5,-4,7.40312423743285,name2,1,117.4,0.00851788756388416,7.23199470713735,0.138274437481693
-5,-3,6.8309518948453,name3,1,117.4,0.00851788756388416,6.769240651432,0.14772705706488
-5,-2,6.3851648071345,name4,1,117.4,0.00851788756388416,6.433080966749,0.155446512358348
-5,-1,6.09901951359278,name5,1,117.4,0.00851788756388416,6.22960987170137,0.160523695800374
-5,0,6,name6,1,117.4,0.00851788756388416,6.16222620910353,0.16227901509404
-5,1,6.09901951359278,name7,1,117.4,0.00851788756388416,6.23204217195395,0.16046104509695
-5,2,6.3851648071345,name8,1,117.4,0.00851788756388416,6.43798364519765,0.15532813612317
-5,3,6.8309518948453,name9,1,117.4,0.00851788756388416,6.77665066495864,0.147565523064498
-5,4,7.40312423743285,name10,1,117.4,0.00851788756388416,7.2418974982267,0.138085356806675
-5,5,8.07106781186548,name11,1,117.4,0.00851788756388416,7.82387470832951,0.127813907722138
-4,-5,7.40312423743285,name12,1,117.4,0.00851788756388416,7.23199470713735,0.138274437481693
-4,-4,6.65685424949238,name13,1,117.4,0.00851788756388416,6.61443148655381,0.151184573010221
-4,-3,6,name14,1,117.4,0.00851788756388416,6.12184408838067,0.163349472081135
-4,-2,5.47213595499958,name15,1,117.4,0.00851788756388416,5.76443343210257,0.17347758661431
-4,-1,5.12310562561766,name16,1,117.4,0.00851788756388416,5.54826178275648,0.180236628903833
-4,0,5,name17,1,117.4,0.00851788756388416,5.47666497249905,0.182592874499623
-4,1,5.12310562561766,name18,1,117.4,0.00851788756388416,5.55075666221661,0.180155618567625
-4,2,5.47213595499958,name19,1,117.4,0.00851788756388416,5.76952724795318,0.173324426252561
-4,3,6,name20,1,117.4,0.00851788756388416,6.12965735990627,0.163141255911128
-4,4,6.65685424949238,name21,1,117.4,0.00851788756388416,6.62499460885433,0.150943519057887
-4,5,7.40312423743285,name22,1,117.4,0.00851788756388416,7.24519595247588,0.138022491946304
-3,-5,6.8309518948453,name23,1,117.4,0.00851788756388416,6.76924065143199,0.14772705706488
-3,-4,6,name24,1,117.4,0.00851788756388416,6.12184408838067,0.163349472081135
-3,-3,5.24264068711928,name25,1,117.4,0.00851788756388416,5.60506556775814,0.17841004496937
-3,-2,4.60555127546399,name26,1,117.4,0.00851788756388416,5.2300828451117,0.191201560207531
-3,-1,4.16227766016838,name27,1,117.4,0.00851788756388416,5.00327543165923,0.199869068505063
-3,0,4,name28,1,117.4,0.00851788756388416,4.92809409762946,0.202918203303185
