Long,Lat,Value,true-Value,abs-Resiual,SQ-Residual,R_error
-5,-5,8.071067807,8.071067812,4.54508E-09,2.06577E-17,5.63132E-10
-4.6,-5,7.804493055,7.794115101,0.010377954,0.000107702,0.001331512
-4.2,-5,7.530877689,7.529931087,0.000946602,8.96055E-07,0.000125712
-3.8,-5,7.291803836,7.280127387,0.011676448,0.000136339,0.00160388
-3.4,-5,7.053768549,7.046486583,0.007281966,5.3027E-05,0.001033418
-3,-5,6.830951894,6.830951895,1.1086E-09,1.22899E-18,1.62291E-10
-2.6,-5,6.62355612,6.635601121,0.012045001,0.000145082,0.001815209
-2.2,-5,6.46028179,6.462600113,0.002318323,5.37462E-06,0.000358729
-1.8,-5,6.313179622,6.314132102,0.00095248,9.07219E-07,0.000150849
-1.4,-5,6.192608965,6.192301994,0.000306971,9.4231E-08,4.9573E-05
-1,-5,6.099019514,6.099019514,1.5099E-14,2.27981E-28,2.47565E-15
-0.6,-5,6.035818467,6.035871325,5.28579E-05,2.79395E-09,8.75729E-06
-0.2,-5,6.003871228,6.003998401,0.000127173,1.6173E-08,2.11814E-05
0.2,-5,6.003871228,6.003998401,0.000127173,1.6173E-08,2.11814E-05
0.6,-5,6.035713993,6.035871325,0.000157332,2.47534E-08,2.60662E-05
1,-5,6.099019514,6.099019514,6.76415E-10,4.57538E-19,1.10906E-10
1.4,-5,6.192062689,6.192301994,0.000239305,5.7267E-08,3.86456E-05
1.8,-5,6.313978235,6.314132102,0.000153868,2.36753E-08,2.43688E-05
2.2,-5,6.462445862,6.462600113,0.000154251,2.37934E-08,2.38683E-05
2.6,-5,6.635151523,6.635601121,0.000449599,2.02139E-07,6.77555E-05
3,-5,6.830951892,6.830951895,3.1905E-09,1.01793E-17,4.67065E-10
3.4,-5,7.044409139,7.046486583,0.002077445,4.31578E-06,0.00029482
3.8,-5,7.278316869,7.280127387,0.001810518,3.27798E-06,0.000248693
4.2,-5,7.534443175,7.529931087,0.004512088,2.03589E-05,0.00059922
4.6,-5,7.805541464,7.794115101,0.011426363,0.000130562,0.001466024
5,-5,8.071067815,8.071067812,3.08212E-09,9.49949E-18,3.81873E-10
-5,-4.6,7.804786009,7.794115101,0.010670908,0.000113868,0.001369098
-4.6,-4.6,7.530780306,7.505382387,0.025397919,0.000645054,0.003383961
-4.2,-4.6,7.16411925,7.228964601,0.064845351,0.00420492,0.008970213
-3.8,-4.6,7.066912301,6.966573556,0.100338745,0.010067864,0.014402883
-3.4,-4.6,6.739477934,6.720139858,0.019338076,0.000373961,0.00287763
-3,-4.6,6.503740512,6.491812087,0.011928425,0.000142287,0.001837457
-2.6,-4.6,6.285349439,6.283937925,0.001411514,1.99237E-06,0.000224622
-2.2,-4.6,6.112021158,6.099019514,0.013001644,0.000169043,0.00213176
-1.8,-4.6,5.950046831,5.939635614,0.010411217,0.000108393,0.001752838
-1.4,-4.6,5.815204349,5.808326112,0.006878237,4.73101E-05,0.001184203
-1,-4.6,5.711492303,5.707440918,0.004051385,1.64137E-05,0.000709843
-0.6,-4.6,5.644273306,5.638965402,0.005307904,2.81738E-05,0.00094129
-0.2,-4.6,5.609491942,5.604345773,0.005146169,2.64831E-05,0.000918246
0.2,-4.6,5.609491942,5.604345773,0.005146168,2.6483E-05,0.000918246
0.6,-4.6,5.644549617,5.638965402,0.005584216,3.11835E-05,0.000990291
1,-4.6,5.71268885,5.707440918,0.005247932,2.75408E-05,0.000919489
1.4,-4.6,5.813778233,5.808326112,0.005452121,2.97256E-05,0.000938673
1.8,-4.6,5.945644439,5.939635614,0.006008825,3.6106E-05,0.001011649
2.2,-4.6,6.104851507,6.099019514,0.005831994,3.40121E-05,0.000956218
2.6,-4.6,6.290183631,6.283937925,0.006245706,3.90088E-05,0.000993916
3,-4.6,6.49921987,6.491812087,0.007407782,5.48752E-05,0.001141096
3.4,-4.6,6.726856038,6.720139858,0.00671618,4.51071E-05,0.000999411
3.8,-4.6,6.975502285,6.966573556,0.008928729,7.97222E-05,0.001281653
4.2,-4.6,7.245497369,7.228964601,0.016532768,0.000273332,0.002287017
