Long,Lat,v1_sp_75_555_111_1021_0__real3,Name,overall_min_distance,neighbors_distance,self_mean_distance,self_density
-0.25,-2.45,-2.379865646,name809,0.00999999999999979,2.48886573578618,0.0497773147157236,0.2008947259833
-0.13,-2.28,-1.153175116,name339,0.15,10.7750893732069,0.215501787464138,0.696049911070745
0.04,-2.12,-1.302037477,name488,0.233452350598575,21.3107479267529,0.426214958535058,0.547733827552587
0,-1.88,-0.491564065,name398,0.220227155455452,28.383760102497,0.56767520204994,0.387945703212307
-0.26,-2.16,-1.089934707,name709,0.176918060129541,13.9161471984435,0.27832294396887,0.635657476191863
0.04,-1.55,-0.957275867,name696,0.189736659610103,38.3913420000029,0.767826840000058,0.247108657480752
-0.22,-1.87,-0.731262565,name865,0.212132034355964,26.3368868081941,0.526737736163882,0.402727998758692
-0.27,-1.53,-0.271045327,name879,0.219544984001002,37.6977072870202,0.753954145740404,0.291191427544181
-0.66,-2.49,-0.878642261,name237,0.199248588451713,18.5611717104659,0.371223434209319,0.536734942060161
-0.91,-2.71,0.705543041,name298,0.257099202643649,30.9145381163839,0.618290762327678,0.415822487264322
-1.19,-3.09,1.20531702,name944,0.215870331449229,41.5679424912659,0.831358849825318,0.259659630127937
-0.96,-3.54,0.069896474,name748,0.191049731745428,41.3318124950456,0.826636249900912,0.231117050296704
-1.24,-3.3,0.689809918,name499,0.178044938147649,42.6374774695966,0.852749549391933,0.20878924917006
-0.61,-3.13,-0.11375048,name103,0.184390889145857,32.2241852333313,0.644483704666626,0.286106363606568
-0.39,-3.48,0.489152193,name731,0.194164878389476,37.9524496741032,0.759048993482063,0.255800192157246
-0.59,-3.77,-1.346446633,name59,0.233238075793812,40.9219543284201,0.818439086568402,0.284979150704723
-0.24,-3.09,-0.068549238,name632,0.177200451466693,28.3870585650046,0.567741171300093,0.312114851668966
-0.09,-3.25,1.039888024,name28,0.214709105535839,33.5703246591841,0.671406493183682,0.319790034376536
0.04,-2.91,0.262431473,name541,0.1802775637732,25.3788528862804,0.507577057725608,0.355172797960967
0.32,-2.49,-0.576669216,name483,0.208086520466848,26.2470134139289,0.524940268278579,0.396400377416692
0.49,-1.84,1.174212694,name187,0.261725046566048,37.4855658984863,0.749711317969726,0.34910110104089
0.35,-1.05,-1.111618996,name651,0.294278779391243,43.0366125190842,0.860732250381684,0.341893520616601
0.04,-0.83,0.47036916,name536,0.228473193175917,44.7699673843336,0.895399347686673,0.255163457250884
0.64,-1,-0.452721536,name409,0.294278779391243,42.1868397605527,0.843736795211054,0.348780308102637
