Long,Lat,v1_sp_75_555_111_1021_0__real3,Name,min_distance,sum_min_distance,normalization_mutual_sparseness,self_mean_distance,self_density,Long1,Lat1,Value1,Name1,dDist,dV,dV_dDist,log10_nor_mutual_sp,log10_self_sp
-0.25,-2.45,-2.379865646,name809,0.00999999999999979,223.858806813074,4.46710144772189e-05,4.17088172957884,0.0023975745773567,-0.25,-2.46,-2.046877861,name1055,0.00999999999999979,0.332987785,33.2987785000007,-4.34997418460326,-2.62022787507252
-0.13,-2.28,-1.153175116,name339,0.15,223.858806813074,0.000670065217158298,4.10479759154566,0.0365426057326051,-0.22,-2.4,-2.065002918,name1027,0.15,0.911827802,6.07885201333333,-3.17388292554757,-1.43720048777321
0.04,-2.12,-1.302037477,name488,0.233452350598575,223.858806813074,0.00104285533333299,4.05112351124019,0.057626569506173,-0.13,-2.28,-1.153175116,name339,0.233452350598575,0.148862361,0.637656295249609,-2.98177593346493,-1.23937723308016
0,-1.88,-0.491564065,name398,0.220227155455452,223.858806813074,0.000983777044962745,3.97962528470274,0.0553386662563388,-0.22,-1.87,-0.731262565,name865,0.220227155455452,0.2396985,1.0884148210709,-3.00710331530212,-1.25697131220794
-0.26,-2.16,-1.089934707,name709,0.176918060129541,223.858806813074,0.000790310922532838,4.07093602205834,0.0434588161471739,-0.13,-2.28,-1.153175116,name339,0.176918060129541,0.0632404089999998,0.357455925945009,-3.10220201583003,-1.36192210838256
0.04,-1.55,-0.957275867,name696,0.189736659610103,223.858806813074,0.000847572906830223,3.89808880960046,0.0486742783137232,0.1,-1.37,-0.652807415,name166,0.189736659610103,0.304468452,1.60468963997608,-3.07182293421961,-1.31270047897981
-0.22,-1.87,-0.731262565,name865,0.212132034355964,223.858806813074,0.000947615317779737,3.98414114037166,0.0532441062909171,-0.43,-1.84,-0.539370298,name923,0.212132034355964,0.191892267,0.904588821686397,-3.02336792771558,-1.27372845825526
-0.27,-1.53,-0.271045327,name879,0.219544984001002,223.858806813074,0.000980729715870973,3.90636200961598,0.0562019043449033,-0.46,-1.42,0.278351694,name668,0.219544984001002,0.549397021,2.5024348586233,-3.00845066548383,-1.25024896855067
-0.66,-2.49,-0.878642261,name237,0.199248588451713,223.858806813074,0.000890063657929207,4.2445555469505,0.0469421559566732,-0.85,-2.43,-0.794688821,name713,0.199248588451713,0.0839534399999999,0.421350237170417,-3.05057893122169,-1.32843696802706
-0.91,-2.71,0.705543041,name298,0.257099202643649,223.858806813074,0.00114848822033761,4.39173232057097,0.0585416377586107,-0.66,-2.77,-0.365011424,name653,0.257099202643649,1.070554465,4.16397427137818,-2.93987345486043,-1.23253513192652
-1.19,-3.09,1.20531702,name944,0.215870331449229,223.858806813074,0.000964314670137075,4.64607848373217,0.0464629110776066,-1.24,-3.3,0.689809918,name499,0.215870331449229,0.515507102,2.38804053590497,-3.01578122625825,-1.33289358348682
-0.96,-3.54,0.069896474,name748,0.191049731745428,223.858806813074,0.000853438533266898,4.8523853914428,0.0393723326433109,-1.1,-3.41,1.02983737,name521,0.191049731745428,0.959940896,5.02456029239084,-3.06882775237501,-1.40480885434597
-1.24,-3.3,0.689809918,name499,0.178044938147649,223.858806813074,0.000795344800958932,4.77340066028393,0.0372993911089496,-1.1,-3.41,1.02983737,name521,0.178044938147649,0.340027452,1.90978443721901,-3.09944455349437,-1.42829825774042
-0.61,-3.13,-0.11375048,name103,0.184390889145857,223.858806813074,0.000823692807850204,4.55327194801585,0.0404963488346459,-0.57,-2.95,0.314483464,name80,0.184390889145857,0.428233944,2.32242463813522,-3.08423472608212,-1.39258413116672
-0.39,-3.48,0.489152193,name731,0.194164878389476,223.858806813074,0.000867354209350391,4.73437174575155,0.0410117516782903,-0.5,-3.32,0.104238667,name909,0.194164878389476,0.384913526,1.98240551634627,-3.06180350950035,-1.38709168089615
-0.59,-3.77,-1.346446633,name59,0.233238075793812,223.858806813074,0.00104189814604243,4.94012327508647,0.0472130072077461,-0.71,-3.57,-0.006628085,name789,0.233238075793812,1.339818548,5.74442463324226,-2.98217473475416,-1.32593833652837
-0.24,-3.09,-0.068549238,name632,0.177200451466693,223.858806813074,0.000791572393283855,4.49365379973884,0.0394334898422731,-0.29,-2.92,-0.271311998,name406,0.177200451466693,0.20276276,1.14425645263162,-3.10150936056664,-1.40413478640194
-0.09,-3.25,1.039888024,name28,0.214709105535839,223.858806813074,0.000959127356178238,4.57897481810218,0.0468902132169462,0.1,-3.15,0.400965124,name483,0.214709105535839,0.6389229,2.97576061530074,-3.01812372190843,-1.32891779245346
0.04,-2.91,0.262431473,name541,0.1802775637732,223.858806813074,0.000805318166123051,4.38914634536871,0.0410734911957134,0.19,-2.81,0.840910137,name266,0.1802775637732,0.578478664,3.20882228432908,-3.09403250411381,-1.38643838108611
0.32,-2.49,-0.576669216,name483,0.208086520466848,223.858806813074,0.000929543596828887,4.20279245480314,0.0495114909205277,0.15,-2.37,-0.845232308,name740,0.208086520466848,0.268563092,1.29063185542952,-3.03173023642657,-1.30529399572852
0.49,-1.84,1.174212694,name187,0.261725046566048,223.858806813074,0.0011691523344203,3.99042941705332,0.0655881909469571,0.67,-2.03,1.210802197,name218,0.261725046566048,0.0365895030000001,0.139801304766476,-2.93212889885704,-1.18317434764026
0.35,-1.05,-1.111618996,name651,0.294278779391243,223.858806813074,0.00131457316145248,3.8143692239214,0.0771500507988859,0.64,-1,-0.452721536,name409,0.294278779391243,0.65889746,2.2390247144664,-2.88121523859458,-1.11266378364272
0.04,-0.83,0.47036916,name536,0.228473193175917,223.858806813074,0.0010206129320018,3.78328043440166,0.0603902346488495,-0.05,-1.04,-1.113321424,name43,0.228473193175917,1.583690584,6.93162537795236,-2.99113893310212,-1.21903328291855
0.64,-1,-0.452721536,name409,0.294278779391243,223.858806813074,0.00131457316145248,3.82898480258053,0.0768555621304412,0.35,-1.05,-1.111618996,name651,0.294278779391243,0.65889746,2.2390247144664,-2.88121523859458,-1.11432469660736
0.56,-1.37,-0.950103879,name584,0.2,223.858806813074,0.000893420289544396,3.88349616860988,0.0514999864340258,0.44,-1.53,0.061244119,name657,0.2,1.011347998,5.05673999,-3.04894418893927,-1.28819288535936
0.65,-1.59,1.209254265,name767,0.218403296678416,223.858806813074,0.000975629682779404,3.94147072471863,0.0554116247289916,0.44,-1.53,0.061244119,name657,0.218403296678416,1.148010146,5.25637736911256,-3.01071499508319,-1.25639911566773
0.98,-1.4,-0.003615558,name804,0.186815416922694,223.858806813074,0.000834523419392152,3.94608682032532,0.0473419428990902,0.93,-1.22,0.366864711,name862,0.186815416922694,0.370480269,1.98313541303343,-3.07856147112366,-1.32475392272635
0.93,-1.22,0.366864711,name862,0.186815416922694,223.858806813074,0.000834523419392152,3.90218897319146,0.0478745181758598,0.98,-1.4,-0.003615558,name804,0.186815416922694,0.370480269,1.98313541303343,-3.07856147112366,-1.31989558387697
0.56,-2.35,1.252412081,name842,0.180277563773199,223.858806813074,0.000805318166123051,4.16924631627656,0.0432398448298445,0.46,-2.2,1.472705245,name638,0.180277563773199,0.220293164,1.22196661297877,-3.09403250411381,-1.36411587322158
0.82,-2.13,1.423732042,name11,0.180277563773199,223.858806813074,0.000805318166123051,4.12393027356962,0.0437149883276648,0.67,-2.03,1.210802197,name218,0.180277563773199,0.212929845,1.18112226803708,-3.09403250411381,-1.3593696332365
0.76,-2.34,1.283791423,name69,0.200249843945008,223.858806813074,0.000894536367792845,4.19218673122281,0.0477673960593348,0.56,-2.35,1.252412081,name842,0.200249843945008,0.0313793420000001,0.15670095607474,-3.04840199829316,-1.3208684327356
0.45,-2.82,-0.445315182,name256,0.189736659610102,223.858806813074,0.000847572906830222,4.36569215408558,0.0434608426140492,0.51,-2.64,-0.926530123,name945,0.189736659610102,0.481214941,2.53622542943925,-3.07182293421961,-1.36190185788009
0.28,-3.16,1.27520895,name687,0.180277563773199,223.858806813074,0.000805318166123051,4.53283163505471,0.039771511118794,0.1,-3.15,0.400965124,name483,0.180277563773199,0.874243826,4.84943221830895,-3.09403250411381,-1.40042790767919
-0.22,-3.76,0.110339254,name592,0.208086520466848,223.858806813074,0.000929543596828887,4.90154486569079,0.0424532522232706,-0.1,-3.59,0.136006966,name796,0.208086520466848,0.025667712,0.123351151926678,-3.03173023642657,-1.37208903407685
