Long,Lat,v1_sp_75_555_111_1021_0__real3,Name,min_distance,sum_min_distance,normalization_mutual_sparseness,self_mean_distance,self_density,Long1,Lat1,Value1,Name1,dDist,dV,dV_dDist,log10_nor_mutual_sp,log10_self_sp
-0.13,-2.28,-1.153175116,name339,0.176918060129541,223.26705645237,0.000792405574475264,4.21619234564877,0.0419615723443276,-0.26,-2.16,-1.089934707,name709,0.176918060129541,0.0632404089999998,0.357455925945009,-3.10105247791475,-1.37714824670176
0.04,-2.12,-1.302037477,name488,0.233452350598575,223.26705645237,0.00104561933277594,4.15646863740157,0.0561660320248485,-0.13,-2.28,-1.153175116,name339,0.233452350598575,0.148862361,0.637656295249609,-2.98062639554965,-1.25052625674667
0,-1.88,-0.491564065,name398,0.220227155455452,223.26705645237,0.000986384462422625,4.07863453670879,0.0539953147244133,-0.22,-1.87,-0.731262565,name865,0.220227155455452,0.2396985,1.0884148210709,-3.00595377738684,-1.26764392309578
-0.26,-2.16,-1.089934707,name709,0.176918060129541,223.26705645237,0.000792405574475264,4.1776166065028,0.0423490417608341,-0.13,-2.28,-1.153175116,name339,0.176918060129541,0.0632404089999998,0.357455925945009,-3.10105247791475,-1.37315641207921
0.04,-1.55,-0.957275867,name696,0.189736659610103,223.26705645237,0.000849819326796114,3.98824104753732,0.0475740200626194,0.1,-1.37,-0.652807415,name166,0.189736659610103,0.304468452,1.60468963997608,-3.07067339630433,-1.32263014861698
-0.22,-1.87,-0.731262565,name865,0.212132034355964,223.26705645237,0.00095012689165461,4.08100357040417,0.0519803599032273,-0.43,-1.84,-0.539370298,name923,0.212132034355964,0.191892267,0.904588821686397,-3.0222183898003,-1.284160717843
-0.27,-1.53,-0.271045327,name879,0.219544984001002,223.26705645237,0.000983329056644046,3.99156739612717,0.0550021989391976,-0.46,-1.42,0.278351694,name668,0.219544984001002,0.549397021,2.5024348586233,-3.00730112756855,-1.25961994744995
-0.66,-2.49,-0.878642261,name237,0.199248588451713,223.26705645237,0.000892422696020177,4.33812932125814,0.045929610137562,-0.85,-2.43,-0.794688821,name713,0.199248588451713,0.0839534399999999,0.421350237170417,-3.04942939330641,-1.33790724097058
-0.91,-2.71,0.705543041,name298,0.257099202643649,223.26705645237,0.00115153219077127,4.46833063404846,0.0575380883152571,-0.66,-2.77,-0.365011424,name653,0.257099202643649,1.070554465,4.16397427137818,-2.93872391694515,-1.24004457150247
-1.19,-3.09,1.20531702,name944,0.215870331449229,223.26705645237,0.000966870504226321,4.70201320415761,0.0459101925231414,-1.24,-3.3,0.689809918,name499,0.215870331449229,0.515507102,2.38804053590497,-3.01463168834297,-1.33809088602808
-0.96,-3.54,0.069896474,name748,0.191049731745428,223.26705645237,0.00085570049957722,4.90656848667166,0.0389375451019182,-1.1,-3.41,1.02983737,name521,0.191049731745428,0.959940896,5.02456029239084,-3.06767821445973,-1.40963143294692
-1.24,-3.3,0.689809918,name499,0.178044938147649,223.26705645237,0.000797452794768366,4.82300487684573,0.0369157698766606,-1.1,-3.41,1.02983737,name521,0.178044938147649,0.340027452,1.90978443721901,-3.0982950155791,-1.43278806995589
-0.61,-3.13,-0.11375048,name103,0.184390889145857,223.26705645237,0.000825875935642992,4.63152371441582,0.0398121440190261,-0.57,-2.95,0.314483464,name80,0.184390889145857,0.428233944,2.32242463813522,-3.08308518816685,-1.39998443355483
-0.39,-3.48,0.489152193,name731,0.194164878389476,223.26705645237,0.000869653057977669,4.80564121504589,0.0404035319535651,-0.5,-3.32,0.104238667,name909,0.194164878389476,0.384913526,1.98240551634627,-3.06065397158508,-1.39358066853056
